setting,factor,level,demand,policy,pairs,delta_completion_rate_mean,delta_completion_rate_ci_low,delta_completion_rate_ci_high,delta_final_queue_mean,delta_final_queue_ci_low,delta_final_queue_ci_high,delta_mean_wait_mean,delta_mean_wait_ci_low,delta_mean_wait_ci_high,delta_peak_lae_db_mean,delta_peak_lae_db_ci_low,delta_peak_lae_db_ci_high,delta_peak_budget_utilization_mean,delta_peak_budget_utilization_ci_low,delta_peak_budget_utilization_ci_high,delta_population_weighted_equivalent_mean,delta_population_weighted_equivalent_ci_low,delta_population_weighted_equivalent_ci_high
speed_10,speed,10 m/s,45,P0,30,-0.17612203006813207,-0.1790218293837742,-0.17322223075248994,268.1666666666667,263.2627632405927,273.0705700927407,875.6829893641718,839.6806976776664,911.6852810506772,0.4481229208578829,0.44812277892979085,0.44812306278597497,0.2500035251253595,0.25000289991824765,0.25000415033247136,102.09399855810449,98.49182582290557,105.69617129330341
speed_10,speed,10 m/s,45,P1,30,-0.15803376015826062,-0.1605202812849273,-0.15554723903159395,240.6,236.55733530464366,244.64266469535633,813.0231630854863,783.0684395600359,842.9778866109367,0.6775089430632363,0.6273951915645279,0.7276226945619446,0.34249520860429,0.3160220528929386,0.3689683643156414,22.78560779138869,22.22826641196362,23.342949170813757
speed_10,speed,10 m/s,45,P2,30,-0.1751614588080273,-0.17802007424362645,-0.17230284337242815,266.7,261.88416934272595,271.515830657274,873.0078680949649,837.990005837048,908.0257303528819,0.11701713408758489,0.11701636955242474,0.11701789862274505,0.026130088532432424,0.026129917320183802,0.026130259744681045,26.390069104820594,25.72748482020815,27.052653389433036
speed_10,speed,10 m/s,45,P3-U,30,-0.22320354139060167,-0.22596722598688518,-0.22043985679431816,339.76666666666665,335.63638747615533,343.89694585717797,1054.5391269448223,1022.3866604337373,1086.6915934559074,1.3487296272983438,1.239403138991182,1.4580561156055056,-0.00009113039435907726,-0.0001412215123189238,-0.000041039276399230704,-0.651975423707277,-1.2174959339977622,-0.0864549134167919
speed_10,speed,10 m/s,45,P3-D,30,-0.044552658313709345,-0.04496951655821144,-0.04413580006920725,67.8,67.58162228230378,68.01837771769621,1163.5098020522119,1139.6186589794456,1187.400945124978,0.6985104823468191,0.6021973570061213,0.7948236076875169,-0.000038592221867602326,-0.00005847304166914474,-0.000018711402066059914,35.786489017062955,35.74982415244309,35.82315388168282
speed_10,speed,10 m/s,80,P0,30,-0.10737294426106413,-0.10808000482474188,-0.10666588369738637,287.3,286.95921982681386,287.64078017318616,676.6425660190059,669.6463174805077,683.6388145575041,0.4481226638519516,0.4481225097670397,0.4481228179368635,0.2500024706599635,0.25000182603617443,0.2500031152837526,88.63734931309108,88.40283807149905,88.87186055468311
speed_10,speed,10 m/s,80,P1,30,-0.09457800203180648,-0.0952215560214301,-0.09393444804218286,253.06666666666666,252.40929066842432,253.724042664909,609.9869647496957,603.0582350139873,616.9156944854042,0.6845364562508341,0.6399362207794217,0.7291366917222466,0.3408327082768611,0.3181325631904006,0.36353285336332153,21.18386442343597,21.0856366254501,21.28209222142184
speed_10,speed,10 m/s,80,P2,30,-0.10676149033371193,-0.10745703894853215,-0.10606594171889172,285.6666666666667,285.16644755758733,286.16688577574604,670.8713198336791,663.6057069189478,678.1369327484103,0.11701790351984868,0.11701721248687108,0.11701859455282629,0.02613025941448112,0.026130104032041128,0.02613041479692111,23.901752869885854,23.828898562015127,23.97460717775658
speed_10,speed,10 m/s,80,P3-U,30,-0.12882492333885484,-0.12966983268835258,-0.1279800139893571,344.7,344.2996408508903,345.1003591491097,743.6437874067572,735.8763395849676,751.4112352285467,1.2357807856924121,1.1568863667431957,1.3146752046416286,-0.00007764752817958816,-0.00011243422210856463,-0.000042860834250611687,-1.323693419635011,-1.390542299131041,-1.256844540138981
speed_10,speed,10 m/s,80,P3-D,30,-0.025450412980285785,-0.025625953768435086,-0.025274872192136484,68.1,67.8631909445658,68.33680905543419,1178.1597310823277,1173.6564903614417,1182.6629718032136,0.6782630951151674,0.6326102661476917,0.723915924082643,-0.0000830693196248511,-0.00010761008508794801,-0.000058528554161754184,35.72930142349001,35.68730768675277,35.77129516022725
speed_20,speed,20 m/s,45,P0,30,0.11086193679272001,0.1091884602243054,0.11253541336113462,-168.83333333333334,-171.98966065248038,-165.6770060141863,-386.55804126383197,-405.37717971467544,-367.7389028129885,-0.39508564904169485,-0.3950857928554234,-0.3950855052279663,-0.200002682240187,-0.20000323992831784,-0.20000212455205615,-105.77964579157641,-107.30410209084849,-104.25518949230434
speed_20,speed,20 m/s,45,P1,30,0.10944289743279402,0.107012482954323,0.11187331191126504,-166.7,-170.97368452301978,-162.4263154769802,-397.7048992508601,-424.92766597602554,-370.4821325256946,-0.4877070129259778,-0.5359845393248978,-0.4394294865270578,-0.21498960303048134,-0.2361336923445151,-0.1938455137164476,-18.99142584330853,-19.39470392081204,-18.58814776580502
speed_20,speed,20 m/s,45,P2,30,0.09246635741623845,0.09079454202687644,0.09413817280560045,-140.83333333333334,-143.9031370761086,-137.76352959055808,-337.1694469110189,-356.3105946336142,-318.0282991884236,0.10554476858927113,0.10541720138105719,0.10567233579748507,0.023537055244829477,0.023508258935887892,0.023565851553771062,-15.380968296216343,-15.642202393877993,-15.119734198554694
speed_20,speed,20 m/s,45,P3-U,30,0.10630988817503324,0.09850674408247907,0.11411303226758741,-161.96666666666667,-174.1719948392627,-149.76133849407063,-402.93730006651356,-442.599423728256,-363.2751764047711,0.17937669429070316,0.060340117884356656,0.29841327069704965,-0.000174925697198484,-0.00037039124681763846,0.000020539852420670482,-17.956737725199446,-19.227153187971183,-16.68632226242771
speed_20,speed,20 m/s,45,P3-D,30,0.2591313284752011,0.2485179032404807,0.26974475370992146,-394.76666666666665,-411.8666432138935,-377.6666901194398,-8.222500825622781,-70.24219969252387,53.79719804127831,0.5181829559246381,0.402375232726519,0.6339906791227573,0.00002628341134504053,0.000006793326640744564,0.0000457734960493365,14.053530025018663,12.345595206766813,15.761464843270513
speed_20,speed,20 m/s,80,P0,30,0.08813853185140626,0.08751447992841971,0.0887625837743928,-235.83333333333334,-236.49838908820516,-235.16827757846153,-508.4803917520161,-514.1617482711317,-502.79903523290045,-0.39508579476516653,-0.39508597641652293,-0.39508561311381013,-0.2000033073681375,-0.20000402814152587,-0.20000258659474915,-72.67679105638082,-73.01946052457097,-72.33412158819067
speed_20,speed,20 m/s,80,P1,30,0.08457364755445763,0.08397527622923122,0.08517201887968405,-226.3,-227.13076068175187,-225.46923931824816,-497.1607899780736,-502.72931208489996,-491.5922678712472,-0.43461392611345107,-0.4918321347129534,-0.37739571751394874,-0.1904198244434621,-0.21607396155489828,-0.1647656873320259,-13.344140721851437,-13.444675483866407,-13.243605959836467
speed_20,speed,20 m/s,80,P2,30,0.07257717903681307,0.072086733509496,0.07306762456413014,-194.2,-194.78234058052323,-193.61765941947675,-438.36734897055777,-442.87632839311107,-433.8583695480045,0.1055458276591717,0.10541833784197886,0.10567331747636453,0.023537291368930978,0.023508512178897874,0.02356607055896408,-10.599627726429514,-10.667899251404714,-10.531356201454313
speed_20,speed,20 m/s,80,P3-U,30,0.08667759515877492,0.0861599369712637,0.08719525334628614,-231.93333333333334,-232.34224074587394,-231.52442592079274,-488.3031742490393,-494.7716060847116,-481.83474241336694,-0.2982306763225949,-0.35208478819856187,-0.24437656444662798,0.00005660722361526816,0.000024989477410525257,0.00008822496982001106,-10.933603140913693,-10.98360841202383,-10.883597869803555
speed_20,speed,20 m/s,80,P3-D,30,0.16418000340047298,0.16311428384140486,0.1652457229595411,-439.3,-439.49144123674495,-439.1085587632551,229.85773770831344,220.29411549174407,239.4213599248828,0.11090953620238793,0.10045831811566426,0.1213607542891116,6.162885911450052e-7,-0.000010035660427993988,0.000011268237610283999,18.51097616373984,18.485645805942724,18.536306521536957
weight_0,route weight,0 km,45,P0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0,route weight,0 km,45,P1,30,0.0185261865820272,0.017574652348348405,0.019477720815705996,-28.233333333333334,-29.756430822559096,-26.710235844107572,-75.19328475873833,-85.21023625351508,-65.17633326396158,0.5541957535568552,0.5128213200212929,0.5955701870924176,0.27486053402328564,0.25564341107447824,0.29407765697209304,650.6987516459566,647.5825052777813,653.8149980141319
weight_0,route weight,0 km,45,P2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0,route weight,0 km,45,P3-U,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0,route weight,0 km,45,P3-D,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0,route weight,0 km,80,P0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0,route weight,0 km,80,P1,30,0.013068082979795581,0.012794859903703146,0.013341306055888017,-34.96666666666667,-35.66032127834781,-34.27301205498553,-79.17001473992497,-82.14649040600071,-76.19353907384922,0.6156326323234197,0.5707288615582714,0.660536403088568,0.30317744172510486,0.2822150191650546,0.3241398642851551,664.0313554945072,663.7295815095866,664.3331294794278
weight_0,route weight,0 km,80,P2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0,route weight,0 km,80,P3-U,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0,route weight,0 km,80,P3-D,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,45,P0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,45,P1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,45,P2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,45,P3-U,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,45,P3-D,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,80,P0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,80,P1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,80,P2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,80,P3-U,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weight_0_70,route weight,0.70 km,80,P3-D,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
