setting,policy,target,damping,period,runs,dispatched_mean,dispatched_ci_low,dispatched_ci_high,queue_end_mean,queue_end_ci_low,queue_end_ci_high,queue_north_mean,queue_north_ci_low,queue_north_ci_high,queue_central_mean,queue_central_ci_low,queue_central_ci_high,queue_south_mean,queue_south_ci_low,queue_south_ci_high,trip_north_mean,trip_north_ci_low,trip_north_ci_high,trip_central_mean,trip_central_ci_low,trip_central_ci_high,trip_south_mean,trip_south_ci_low,trip_south_ci_high,central_budget_mean,central_budget_ci_low,central_budget_ci_high,central_use_mean,central_use_ci_low,central_use_ci_high,next_central_budget_mean,next_central_budget_ci_low,next_central_budget_ci_high
p3d_075_t14.2,P3-D0.75,14.2,0.75,59,30,45.233333333333334,44.990388311723706,45.47627835494296,4652.6,4625.59493662803,4679.605063371971,936.3666666666667,924.768300950109,947.9650323832243,2784.766666666667,2762.1523594318915,2807.3809739014423,931.4666666666667,920.8185565895423,942.1147767437911,17.333333333333332,17.11630781264889,17.550358854017773,14,14,14,13.9,13.645225996021086,14.154774003978915,14.334872365859772,14.334247793360174,14.33549693835937,14.15681990895316,14.155601366151233,14.158038451755088,14.353403754341684,14.35271318945136,14.354094319232008
p3d_075_t14.2,P3-D0.75,14.2,0.75,60,30,44.93333333333333,44.652455017416116,45.214211649250544,4739.566666666667,4711.932051446341,4767.201281886993,953.4333333333333,941.6599426173929,965.2067240492737,2836.3,2814.34442988801,2858.2555701119904,949.8333333333334,938.3065337622256,961.3601329044411,14.133333333333333,13.928879627063031,14.337787039603635,14,14,14,16.8,16.408,17.192,14.353403754341684,14.35271318945136,14.354094319232008,14.155321832057416,14.153913438298488,14.156730225816343,14.37283479531276,14.372015388606108,14.373654202019413
p3d_075_t14.2,P3-D0.75,14.2,0.75,61,30,45.166666666666664,44.95478872884302,45.37854460449031,4821.6,4794.845948423274,4848.354051576726,969.9666666666667,958.1772346589263,981.7560986744071,2885.2,2863.6288613934817,2906.771138606518,966.4333333333333,954.6427028535365,978.22396381313,12.266666666666667,12.080289880254277,12.453043453079058,14,14,14,18.9,18.628446952749073,19.171553047250924,14.37283479531276,14.372015388606108,14.373654202019413,14.156497746464396,14.155435224345956,14.157560268582836,14.392939970886927,14.392240263524338,14.393639678249516
p3d_075_t14.2,P3-D0.75,14.2,0.75,62,30,44.9,44.62844695274907,45.171553047250924,4909,4882.038236423178,4935.961763576822,987.9666666666667,976.01985404184,999.9134792914934,2935.3333333333335,2913.0721448544937,2957.5945218121733,985.7,974.1793057121733,997.2206942878267,12.233333333333333,12.079394299772511,12.387272366894154,14,14,14,18.666666666666668,18.336637990332225,18.99669534300111,14.392939970886927,14.392240263524338,14.393639678249516,14.155157865974926,14.153798295672308,14.156517436277545,14.412515984977945,14.411607763046176,14.413424206909715
p3d_075_t14.2,P3-D0.75,14.2,0.75,63,30,45.36666666666667,45.10959217353451,45.623741159798826,4995.133333333333,4968.0524852688295,5022.214181397837,1005.4333333333333,993.6202540153408,1017.2464126513257,2987.3333333333335,2965.2567862658807,3009.4098804007863,1002.3666666666667,990.7132285204219,1014.0201048129114,13,13,13,14,14,14,18.366666666666667,18.10959217353451,18.623741159798826,14.412515984977945,14.411607763046176,14.413424206909715,14.157496399040104,14.156207526370064,14.158785271710144,14.43269494528923,14.431819095954067,14.433570794624393
p3d_075_t14.2,P3-D0.75,14.2,0.75,64,30,44.96666666666667,44.746610386857334,45.186722946476,5083.733333333334,5056.247520236504,5111.219146430163,1023.6333333333333,1011.7714628083069,1035.4952038583597,3039.3,3017.507740684616,3061.0922593153846,1020.8,1008.9930088273208,1032.606991172679,14,14,14,14,14,14,16.966666666666665,16.746610386857327,17.186722946476003,14.43269494528923,14.431819095954067,14.433570794624393,14.155488743327828,14.154385704981118,14.156591781674537,14.451821565721177,14.45083615674296,14.452806974699394
p3d_075_t14.2,P3-D0.75,14.2,0.75,65,30,45.3,45.10855876325505,45.49144123674495,5167.3,5138.8566418620985,5195.743358137902,1041.3666666666666,1029.8324378289321,1052.900895504401,3088.8,3066.853230508195,3110.7467694918055,1037.1333333333334,1025.304173223494,1048.962493443173,14.766666666666667,14.612727633105846,14.920605700227489,14,14,14,16.533333333333335,16.30831648424092,16.75835018242575,14.451821565721177,14.45083615674296,14.452806974699394,14.157158067133063,14.15619879831922,14.158117335946905,14.47185163122366,14.470870462852318,14.472832799595
p3d_075_t14.2,P3-D0.75,14.2,0.75,66,30,45.166666666666664,44.89948498009394,45.43384835323939,5252.733333333334,5224.539648677592,5280.9270179890755,1057.4666666666667,1045.615503284875,1069.3178300484583,3141.5666666666666,3120.121936215514,3163.0113971178193,1053.7,1041.8874938433391,1065.512506156661,14.766666666666667,14.612727633105846,14.920605700227489,14,14,14,16.4,16.07993334027633,16.720066659723667,14.47185163122366,14.470870462852318,14.472832799595,14.156489324667833,14.155150181061497,14.157828468274168,14.491130501013778,14.49014535552113,14.492115646506425
p3d_075_t14.2,P3-D0.75,14.2,0.75,67,30,45.2,44.94436088655717,45.455639113442835,5332.633333333333,5304.442068526075,5360.824598140592,1073.6666666666667,1061.9208182209898,1085.4125151123437,3187,3165.39294580919,3208.60705419081,1071.9666666666667,1060.4815444190742,1083.4517889142592,14,14,14,14,14,14,17.2,16.944360886557163,17.455639113442835,14.491130501013778,14.49014535552113,14.492115646506425,14.156659736212363,14.155379848246698,14.157939624178029,14.510710304913253,14.509730167220951,14.511690442605556
p3d_075_t14.2,P3-D0.75,14.2,0.75,68,30,45.2,44.94436088655717,45.455639113442835,5416.533333333334,5386.89478560132,5446.171881065347,1091.0666666666666,1079.5806025174531,1102.55273081588,3236.733333333333,3214.0990697382786,3259.3675969283877,1088.7333333333333,1076.4946043882358,1100.972062278431,14,14,14,14,14,14,17.2,16.944360886557163,17.455639113442835,14.510710304913253,14.509730167220951,14.511690442605556,14.1566581847611,14.155375940670954,14.157940428851248,14.530213423617688,14.529111609707627,14.53131523752775
p3d_075_t14.2,P3-D0.75,14.2,0.75,69,30,45.166666666666664,44.934883308972,45.39845002436133,5501.566666666667,5470.418067469613,5532.715265863721,1108.2,1096.2148405330477,1120.1851594669524,3288.2,3264.310539358388,3312.089460641612,1105.1666666666667,1093.3153728788795,1117.017960454454,14,14,14,14,14,14,17.166666666666668,16.934883308972,17.398450024361335,14.530213423617688,14.529111609707627,14.53131523752775,14.15649022936683,14.155328433566583,14.157652025167076,14.54971724047519,14.548567917077225,14.550866563873154
p3d_075_t14.2,P3-D0.75,14.2,0.75,70,30,45.2,44.96226045353366,45.43773954646635,5585.433333333333,5554.74718665579,5616.119480010877,1124.5,1111.871747383825,1137.128252616175,3338.5666666666666,3314.8126527387885,3362.3206805945447,1122.3666666666666,1110.0378727484065,1134.6954605849266,14,14,14,14,14,14,17.2,16.962260453533656,17.437739546466343,14.54971724047519,14.548567917077225,14.550866563873154,14.1566587727527,14.155467262791099,14.1578502827143,14.56929663726012,14.568108287937752,14.570484986582487
p3d_075_t14.2,P3-D0.75,14.2,0.75,71,30,44.86666666666667,44.62281456652542,45.110518766807914,5666.5,5635.715862705518,5697.284137294482,1139.9,1127.219893926982,1152.5801060730182,3387.2,3363.499076702596,3410.9009232974036,1139.4,1126.5554623121814,1152.2445376878188,14.233333333333333,14.079394299772511,14.387272366894154,14,14,14,16.633333333333333,16.34393771526908,16.922728951397584,14.56929663726012,14.568108287937752,14.570484986582487,14.154987571082872,14.15376422291302,14.156210919252723,14.588800189521407,14.587482117620011,14.590118261422804
p3d_075_t14.2,P3-D0.75,14.2,0.75,72,30,43.6,43.39844649322834,43.80155350677166,5753.033333333334,5722.663838869947,5783.402827796721,1157,1143.2552407312342,1170.7447592687658,3440.4,3416.755931065696,3464.044068934304,1155.6333333333334,1143.086910554852,1168.1797561118149,14.233333333333333,14.079394299772511,14.387272366894154,14,14,14,15.366666666666667,15.191274997685804,15.54205833564753,14.588800189521407,14.587482117620011,14.590118261422804,14.148622282482062,14.147609163524239,14.149635401439886,14.609055782534112,14.608069451682798,14.610042113385425
p3d_075_t14.2,P3-D0.75,14.2,0.75,73,30,42.56666666666667,42.36329568842918,42.77003764490416,5841.5,5811.579131259155,5871.420868740845,1174.8333333333333,1161.1403676307616,1188.526299035905,3494.7,3470.9762186224334,3518.4237813775662,1171.9666666666667,1159.2798994839723,1184.6534338493611,14,14,14,14,14,14,14.566666666666666,14.363295688429181,14.770037644904152,14.609055782534112,14.608069451682798,14.610042113385425,14.143435667696014,14.142414199619141,14.144457135772887,14.632175755417187,14.631315392997516,14.633036117836857
p3d_075_t14.2,P3-D0.75,14.2,0.75,74,30,41.8,41.62671901763155,41.97328098236844,5926.633333333333,5897.087187202187,5956.179479464479,1191.1666666666667,1177.3894717055664,1204.943861627767,3546.9666666666667,3523.6970388091277,3570.2362945242057,1188.5,1175.8113998851898,1201.1886001148102,14,14,14,14,14,14,13.8,13.626719017631551,13.97328098236845,14.632175755417187,14.631315392997516,14.633036117836857,14.139586787052119,14.138717109482265,14.140456464621973,14.65762970495398,14.657044600641079,14.65821480926688
p3d_075_t14.2,P3-D0.75,14.2,0.75,75,30,41.6,41.421695340150244,41.77830465984976,6011.7,5981.416168228597,6041.983831771403,1207.7333333333333,1193.5462703019678,1221.920396364699,3598.866666666667,3575.3448394068673,3622.3884939264663,1205.1,1192.3061833397678,1217.893816660232,14,14,14,14,14,14,13.6,13.421695340150242,13.778304659849757,14.65762970495398,14.657044600641079,14.65821480926688,14.13858420992982,14.137689459632673,14.139478960226965,14.684815650780532,14.68441265104317,14.685218650517895
p3d_075_t14.2,P3-D0.75,14.2,0.75,76,30,41.833333333333336,41.69769238290556,41.96897428376111,6099.166666666667,6067.076219313272,6131.257114020062,1224.4666666666667,1210.1865976712659,1238.7467356620675,3650.4,3625.6932743597604,3675.10672564024,1224.3,1210.9492422153164,1237.6507577846835,14,14,14,14,14,14,13.833333333333334,13.697692382905558,13.96897428376111,14.684815650780532,14.68441265104317,14.685218650517895,14.139753384673599,14.139073951857402,14.140432817489796,14.712452756312107,14.712029535935574,14.71287597668864
p3d_075_t14.2,P3-D0.75,14.2,0.75,77,30,42,42,42,6185.1,6152.689541330423,6217.510458669578,1242,1228.272278035128,1255.727721964872,3700.8333333333335,3676.444547285147,3725.22211938152,1242.2666666666667,1228.8263198001337,1255.7070135331996,14,14,14,14,14,14,14,14,14,14.712452756312107,14.712029535935574,14.71287597668864,14.140591584979907,14.140587143691556,14.140596026268257,14.739563733208987,14.739043549352726,14.740083917065249
p3d_075_t14.2,P3-D0.75,14.2,0.75,78,30,42,42,42,6271.166666666667,6239.093974571404,6303.23935876193,1260.2333333333333,1245.851907293917,1274.6147593727496,3749.4333333333334,3725.160223994063,3773.7064426726038,1261.5,1248.2369782053095,1274.7630217946905,14,14,14,14,14,14,14,14,14,14.739563733208987,14.739043549352726,14.740083917065249,14.140589898635266,14.14058593490493,14.140593862365602,14.766297519968033,14.765777533717278,14.766817506218787
p3d_075_t14.2,P3-D0.75,14.2,0.75,79,30,43.166666666666664,42.934883308972,43.39845002436133,6352.233333333334,6318.970010385259,6385.496656281408,1274.2666666666667,1259.6204786730864,1288.912854660247,3800.5,3774.9585965335796,3826.0414034664204,1277.4666666666667,1263.6902249081827,1291.2431084251507,14.766666666666667,14.612727633105846,14.920605700227489,14,14,14,14.4,14.221695340150243,14.578304659849758,14.766297519968033,14.765777533717278,14.766817506218787,14.146446822796472,14.145283188496723,14.14761045709622,14.79303206558216,14.79251187717935,14.79355225398497
p3d_075_t14.2,P3-D0.75,14.2,0.75,80,30,43.166666666666664,42.934883308972,43.39845002436133,6437.233333333334,6403.8653044374205,6470.601362229247,1291.2333333333333,1276.5917437351482,1305.8749229315185,3852.6666666666665,3827.1685923227274,3878.1647410106057,1293.3333333333333,1279.9089627914998,1306.7577038751667,14.766666666666667,14.612727633105846,14.920605700227489,14,14,14,14.4,14.221695340150243,14.578304659849758,14.79303206558216,14.79251187717935,14.79355225398497,14.146447668734794,14.145284916039605,14.147610421429983,14.817130995323748,14.817116374100626,14.817145616546869
p3d_075_t14.2,P3-D0.75,14.2,0.75,81,30,42,42,42,6523.5,6490.09823487354,6556.90176512646,1308.3333333333333,1294.0472049811513,1322.6194616855153,3904.7,3879.847589814145,3929.5524101858546,1310.4666666666667,1296.5131534705783,1324.420179862755,14,14,14,14,14,14,14,14,14,14.817130995323748,14.817116374100626,14.817145616546869,14.140588169831613,14.140583045339453,14.140593294323773,14.841229544393086,14.840702477832554,14.841756610953617
p3d_075_t14.2,P3-D0.75,14.2,0.75,82,30,42,42,42,6610.466666666666,6578.0872335614595,6642.846099771873,1326.2333333333333,1311.8028649685832,1340.6638016980835,3954.6666666666665,3930.3916200145654,3978.9417133187676,1329.5666666666666,1315.3993034686443,1343.7340298646889,14,14,14,14,14,14,14,14,14,14.841229544393086,14.840702477832554,14.841756610953617,14.14058828831611,14.140584117825542,14.140592458806678,14.867964867968864,14.867437980511918,14.86849175542581
p3d_075_t14.2,P3-D0.75,14.2,0.75,83,30,42,42,42,6697.4,6664.331869057263,6730.468130942736,1342.9,1328.2097356376926,1357.5902643623076,4008.366666666667,3983.662106634651,4033.0712266986825,1346.1333333333334,1332.110688168816,1360.1559784978508,14,14,14,14,14,14,14,14,14,14.867964867968864,14.867437980511918,14.86849175542581,14.1405866543442,14.140581518185886,14.140591790502512,14.894700138226613,14.894174150612416,14.895226125840809
p3d_075_t14.2,P3-D0.75,14.2,0.75,84,30,42,42,42,6778.966666666666,6746.288762346724,6811.644570986608,1361.3333333333333,1346.545707399253,1376.1209592674136,4056.4333333333334,4031.5024203756375,4081.3642462910293,1361.2,1347.89288857998,1374.50711142002,14,14,14,14,14,14,14,14,14,14.894700138226613,14.894174150612416,14.895226125840809,14.140591799359893,14.140587510288704,14.140596088431082,14.921436143771722,14.920910153528371,14.921962134015072
p3d_075_t14.2,P3-D0.75,14.2,0.75,85,30,42,42,42,6865.233333333334,6831.884100765578,6898.582565901089,1378.3333333333333,1363.828501214716,1392.8381654519505,4107.833333333333,4082.4321179703684,4133.234548696298,1379.0666666666666,1365.819240623609,1392.3140927097243,14,14,14,14,14,14,14,14,14,14.921436143771722,14.920910153528371,14.921962134015072,14.14059306613399,14.140589066297837,14.140597065970143,14.94816983405977,14.947643493189034,14.948696174930507
p3d_075_t14.2,P3-D0.75,14.2,0.75,86,30,42,42,42,6950.8,6916.604350917348,6984.995649082653,1395.0666666666666,1380.562260749182,1409.5710725841511,4159.9,4133.072974110629,4186.72702588937,1395.8333333333333,1382.5412676217434,1409.1253990449231,14,14,14,14,14,14,14,14,14,14.94816983405977,14.947643493189034,14.948696174930507,14.140596337722306,14.14059252906904,14.14060014637557,14.974902954299477,14.974376387618541,14.975429520980413
