setting,policy,target,delay,damping,period,runs,dispatched_mean,dispatched_ci_low,dispatched_ci_high,queue_end_mean,queue_end_ci_low,queue_end_ci_high,central_budget_mean,central_budget_ci_low,central_budget_ci_high,central_use_mean,central_use_ci_low,central_use_ci_high,next_central_budget_mean,next_central_budget_ci_low,next_central_budget_ci_high,blocked_dispatch_attempts_mean,blocked_dispatch_attempts_ci_low,blocked_dispatch_attempts_ci_high,head_of_line_blocked_attempts_mean,head_of_line_blocked_attempts_ci_low,head_of_line_blocked_attempts_ci_high
p3d_075_t10_d1,P3-D0.75,10,1,0.75,13,30,30.3,30.133211263094235,30.466788736905766,819.6,805.9110604459315,833.2889395540685,10.413063181715039,10.412602185477287,10.413524177952791,10.101925690554435,10.101087452214083,10.102763928894786,10.36726986473359,10.367010552323816,10.367529177143364,40.4,38.17694454854813,42.62305545145187,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,14,30,30.033333333333335,29.968,30.09866666666667,917.5,904.000706225369,930.999293774631,10.36726986473359,10.367010552323816,10.367529177143364,10.100586530067112,10.100258086142308,10.100914973991916,10.321403303984093,10.321017052646127,10.32178955532206,42.9,40.59934394164391,45.20065605835609,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,15,30,30,30,30,1013.2666666666667,1000.0689987523918,1026.4643345809416,10.321403303984093,10.321017052646127,10.32178955532206,10.10042111749181,10.100417572784606,10.100424662199016,10.276139365453897,10.275744542839792,10.276534188068002,40.266666666666666,37.753945975457505,42.77938735787583,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,16,30,30,30,30,1116.6,1101.7013323622778,1131.498667637722,10.276139365453897,10.275744542839792,10.276534188068002,10.100420704479637,10.100416398981276,10.100425009977998,10.23094986258258,10.230555171230703,10.231344553934457,42.833333333333336,40.60535072267185,45.06131594399482,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,17,30,30,30,30,1215.5666666666666,1200.2125855892527,1230.9207477440805,10.23094986258258,10.230555171230703,10.231344553934457,10.100419509280892,10.100416226599442,10.100422791962341,10.185760545566746,10.185365405270085,10.186155685863406,42.06666666666667,39.94455543569211,44.18877789764123,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,18,30,30,30,30,1311.9666666666667,1296.8500124746279,1327.0833208587055,10.185760545566746,10.185365405270085,10.186155685863406,10.100419330323836,10.100416172091265,10.100422488556408,10.140571766390345,10.140176827088618,10.14096670569207,40.8,38.818936173401404,42.78106382659859,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,19,30,30,30,30,1405.8,1389.5294894611322,1422.0705105388677,10.140571766390345,10.140176827088618,10.14096670569207,10.10041988420803,10.100416292462505,10.100423475953555,10.09538306774462,10.094988316906989,10.095777818582253,42.833333333333336,40.42441726415357,45.2422494025131,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,20,30,28.633333333333333,28.457941664352468,28.808725002314198,1506.3,1489.5018487990458,1523.0981512009541,10.09538306774462,10.094988316906989,10.095777818582253,10.093561577424834,10.092680238230379,10.09444291661929,10.050194119851005,10.049799255389809,10.050588984312201,48.5,46.345229190521806,50.654770809478194,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,21,30,19.633333333333333,19.457941664352468,19.808725002314198,1611.1333333333334,1593.6861989987092,1628.5804676679577,10.050194119851005,10.049799255389809,10.050588984312201,10.048367423378544,10.047487035408928,10.04924781134816,10.00809141000983,10.008084962886427,10.008097857133235,70.26666666666667,67.58396435205697,72.94936898127636,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,22,30,11,11,11,1727.8333333333333,1711.2505517263846,1744.416114940282,10.00809141000983,10.008084962886427,10.008097857133235,10.00502907191747,10.005027656099484,10.005030487735455,9.986326069489483,9.985928074374131,9.986724064604834,99.23333333333333,95.52914809761194,102.93751856905473,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,23,30,33.833333333333336,33.66831899516611,33.99834767150056,1823.1,1805.9477698001808,1840.252230199819,9.986326069489483,9.985928074374131,9.986724064604834,9.124688891034577,9.123861759671058,9.125516022398095,9.984062987126629,9.983664994496348,9.98446097975691,31.9,29.760447269858144,34.03955273014186,0,0,0
p3d_075_t10_d1,P3-D0.75,10,1,0.75,24,30,42.2,42.054414854869194,42.34558514513081,1910.9,1893.6292430691208,1928.1707569308794,9.984062987126629,9.983664994496348,9.98446097975691,9.166692434936655,9.165960829366849,9.16742404050646,10.377952986161063,10.377542266386937,10.378363705935188,7.966666666666667,7.150202783796977,8.783130549536358,0,0,0
p3u_t10_d3,P3-U,10,3,1,1,30,44.36666666666667,43.931092337569346,44.80224099576399,34.1,31.59887503012294,36.60112496987706,20,20,20,19.12736237186346,19.12517509540871,19.129549648318207,20,20,20,0,0,0,0,0,0
p3u_t10_d3,P3-U,10,3,1,2,30,45.833333333333336,45.69769238290556,45.96897428376111,67.13333333333334,62.78124107039427,71.4854255962724,20,20,20,19.13473101120081,19.134050947483697,19.135411074917922,20,20,20,0,0,0,0,0,0
