budget,method,method_id,seed,periods,requests,dispatched,completion_rate,first24_completion_rate,late24_service_ratio,final_queue,mean_wait_minutes,late_mean_wait_minutes,late_p95_wait_mean,final_oldest_queue_age,north_completion_rate,central_completion_rate,south_completion_rate,north_route_share,central_route_share,south_route_share,runtime_ms
14,Greedy FIFO,greedy,511,120,14783,4680,0.316579855239126,0.35082458770614694,0.312,10103,18460.902709774782,34153.95266107958,34273.899153831444,38155,0.32219159200551345,0.31616982836495033,0.31239669421487604,0.3333333333333333,0.3333333333333333,0.3333333333333333,85.09195799999998
14,Greedy FIFO,greedy,512,120,14929,4680,0.3134838234309063,0.3606936416184971,0.3027166882276843,10249,18310.74010612308,34133.29034321549,34252.647434438906,38138,0.303904326415758,0.31664649576411047,0.31297964631297964,0.3333333333333333,0.3333333333333333,0.3333333333333333,122.83433300000002
14,Greedy FIFO,greedy,513,120,14926,4680,0.3135468310330966,0.350693143499438,0.3050847457627119,10246,18444.9653766452,34109.46597247344,34224.951862746646,38046,0.3112332531776022,0.3178984861976848,0.302870339821841,0.3333333333333333,0.3333333333333333,0.3333333333333333,94.14445799999976
14,Greedy FIFO,greedy,514,120,14983,4680,0.31235400120136153,0.3439911797133407,0.31252086811352253,10303,18777.73921802858,34865.481283862195,34988.616732841605,39064,0.314003294892916,0.31492388043115904,0.302814513394371,0.3333333333333333,0.3333333333333333,0.3333333333333333,84.80999999999995
14,Greedy FIFO,greedy,515,120,14802,4680,0.3161734900689096,0.35267520723436324,0.31388329979879276,10122,18545.77898843095,34306.60233201698,34427.10966619827,38405,0.3249581239530988,0.31523937963587323,0.31003768413840355,0.3333333333333333,0.3333333333333333,0.3333333333333333,92.90366700000004
14,Greedy FIFO,greedy,516,120,14879,4680,0.3145372672894684,0.35320754716981134,0.30678466076696165,10199,18532.35920454141,34419.180529469275,34541.139438638034,38488,0.3094017094017094,0.32122625791402865,0.29922060318536087,0.3333333333333333,0.3333333333333333,0.3333333333333333,142.21241599999985
14,Greedy FIFO,greedy,517,120,14968,4680,0.3126670229823624,0.3561643835616438,0.3046875,10288,18507.878471209104,34440.96338042847,34560.86172260359,38519,0.31644736842105264,0.3117100995414383,0.31168396384332103,0.3333333333333333,0.3333333333333333,0.3333333333333333,90.42491699999982
14,Greedy FIFO,greedy,518,120,15023,4680,0.3115223324236171,0.34873323397913564,0.3026188166828322,10343,18585.334977486717,34408.93131547974,34530.61472274377,38489,0.3146397130746658,0.31384581055450184,0.3013698630136986,0.3333333333333333,0.3333333333333333,0.3333333333333333,84.57425000000012
14,Greedy FIFO,greedy,519,120,14890,4680,0.3143049026192075,0.3619489559164733,0.3008678881388621,10210,18281.192779884568,34184.76131326089,34304.01061739117,38283,0.32323897300855825,0.3131199278629396,0.3087248322147651,0.3333333333333333,0.3333333333333333,0.3333333333333333,102.30408299999999
14,Greedy FIFO,greedy,520,120,15146,4680,0.30899247326026674,0.3544112078758046,0.30077120822622105,10466,18559.755484665435,34441.880199134095,34562.43608552956,38515,0.29937766131673765,0.31267853219072733,0.3075894349715814,0.3333333333333333,0.3333333333333333,0.3333333333333333,89.82091700000001
14,Greedy FIFO,greedy,521,120,15092,4680,0.310098065200106,0.3462819089900111,0.30972865651886167,10412,18637.388858994178,34552.62409369328,34674.77716940745,38645,0.3114478114478115,0.31069348280030773,0.30697982136950047,0.3333333333333333,0.3333333333333333,0.3333333333333333,90.99437500000022
14,Greedy FIFO,greedy,522,120,14972,4680,0.3125834891798023,0.34513274336283184,0.30608240680183124,10292,18732.70313293887,34636.70218454438,34758.70015878993,38764,0.30074942978168784,0.30932062506926744,0.33541666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,93.811917
14,Greedy FIFO,greedy,523,120,15011,4680,0.3117713676637133,0.35174746335963925,0.30809743252139565,10331,18615.04006219917,34561.256995713644,34682.4876509026,38587,0.30738916256157633,0.3115282096845846,0.31701553004726535,0.3333333333333333,0.3333333333333333,0.3333333333333333,84.37308299999995
14,Greedy FIFO,greedy,524,120,14954,4680,0.3129597432125184,0.350693143499438,0.3116883116883117,10274,18629.445709484113,34455.53149481207,34578.910272400615,38552,0.31495263870094725,0.3063711911357341,0.33097880928355194,0.3333333333333333,0.3333333333333333,0.3333333333333333,124.708666
