config_id,policy,demand,population,delay,gain,fixed_budget,runs,requests_received_mean,requests_received_sd,requests_received_ci_low,requests_received_ci_high,requests_dispatched_mean,requests_dispatched_sd,requests_dispatched_ci_low,requests_dispatched_ci_high,completion_rate_mean,completion_rate_sd,completion_rate_ci_low,completion_rate_ci_high,final_queue_mean,final_queue_sd,final_queue_ci_low,final_queue_ci_high,mean_wait_minutes_mean,mean_wait_minutes_sd,mean_wait_minutes_ci_low,mean_wait_minutes_ci_high,p95_wait_minutes_mean,p95_wait_minutes_sd,p95_wait_minutes_ci_low,p95_wait_minutes_ci_high,distance_units_mean,distance_units_sd,distance_units_ci_low,distance_units_ci_high,energy_points_mean,energy_points_sd,energy_points_ci_low,energy_points_ci_high,charging_minutes_mean,charging_minutes_sd,charging_minutes_ci_low,charging_minutes_ci_high,mean_utilization_mean,mean_utilization_sd,mean_utilization_ci_low,mean_utilization_ci_high,peak_period_exposure_mean,peak_period_exposure_sd,peak_period_exposure_ci_low,peak_period_exposure_ci_high,cumulative_exposure_mean,cumulative_exposure_sd,cumulative_exposure_ci_low,cumulative_exposure_ci_high,population_weighted_burden_mean,population_weighted_burden_sd,population_weighted_burden_ci_low,population_weighted_burden_ci_high,exposure_gini_mean,exposure_gini_sd,exposure_gini_ci_low,exposure_gini_ci_high,total_budget_adjustment_mean,total_budget_adjustment_sd,total_budget_adjustment_ci_low,total_budget_adjustment_ci_high,budget_at_bound_share_mean,budget_at_bound_share_sd,budget_at_bound_share_ci_low,budget_at_bound_share_ci_high,budget_oscillations_mean,budget_oscillations_sd,budget_oscillations_ci_low,budget_oscillations_ci_high,route_switching_mean,route_switching_sd,route_switching_ci_low,route_switching_ci_high,route_1_share_mean,route_1_share_sd,route_1_share_ci_low,route_1_share_ci_high,route_2_share_mean,route_2_share_sd,route_2_share_ci_low,route_2_share_ci_high,route_3_share_mean,route_3_share_sd,route_3_share_ci_low,route_3_share_ci_high
P2_D45_D_B40,P2,45,dispersed,,,40,30,1505.7,41.635653,1490.154737,1521.245263,1378.166667,17.788185,1371.525195,1384.808138,0.915881,0.0244,0.90677,0.924991,127.533333,39.668222,112.722639,142.344028,287.478054,90.35738,253.741842,321.214265,763.156667,225.309981,679.033983,847.27935,18937.733333,267.582657,18837.827546,19037.639121,37875.466667,535.165313,37675.655092,38075.278241,9468.866667,133.791328,9418.913773,9518.81956,0.470791,0.006571,0.468338,0.473245,39.213333,0.07303,39.186067,39.2406,4377.37,51.694095,4358.069275,4396.670725,486.374444,5.743788,484.229919,488.518969,0.336899,0.006277,0.334555,0.339243,0,0,0,0,0,0,0,0,0,0,0,0,1.603049,0.254609,1.507987,1.698111,0.43472,0.009691,0.431101,0.438338,0.486659,0.005858,0.484472,0.488846,0.078622,0.008237,0.075546,0.081697
P3-U_D45_D_L0_G0p15,P3-U,45,dispersed,0,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1355.733333,17.490753,1349.202912,1362.263754,0.900964,0.023676,0.892124,0.909804,149.966667,39.153529,135.34814,164.585193,332.86008,89.36787,299.493316,366.226844,893.981667,222.324888,810.973511,976.989823,19036.4,267.88644,18936.380791,19136.419209,38072.8,535.77288,37872.761582,38272.838418,9518.2,133.94322,9468.190395,9568.209605,0.471959,0.006565,0.469508,0.47441,40.76,1.056866,40.365404,41.154596,4217.053333,48.31415,4199.014559,4235.092108,468.561481,5.368239,466.557173,470.56579,0.274758,0.007476,0.271967,0.277549,214.599,7.878244,211.657546,217.540454,0.219444,0.003958,0.217967,0.220922,7.666667,1.863133,6.97104,8.362294,1.477796,0.203601,1.401779,1.553814,0.486014,0.004033,0.484508,0.48752,0.391733,0.005082,0.389836,0.393631,0.122253,0.008068,0.119241,0.125265
P3-U_D45_D_L0_G0p6,P3-U,45,dispersed,0,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1349.533333,18.346724,1342.683323,1356.383344,0.896845,0.023931,0.88791,0.90578,156.166667,39.668526,141.355859,170.977475,347.088431,89.571199,313.645751,380.531111,932.965,224.942575,848.979493,1016.950507,19126,274.08028,19023.668233,19228.331767,38252,548.16056,38047.336465,38456.663535,9563,137.04014,9511.834116,9614.165884,0.473634,0.006737,0.471119,0.47615,40.993333,1.321685,40.499864,41.486803,4162.306667,51.225041,4143.18107,4181.432263,462.478519,5.691671,460.353452,464.603585,0.226463,0.005648,0.224354,0.228571,338.126,8.935516,334.789798,341.462202,0.533642,0.0177,0.527034,0.54025,16.6,2.954832,15.496771,17.703229,1.3547,0.22795,1.269591,1.439808,0.460035,0.003433,0.458754,0.461317,0.365377,0.004994,0.363513,0.367242,0.174588,0.006007,0.172345,0.176831
P3-U_D45_D_L0_G1p5,P3-U,45,dispersed,0,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1347.466667,18.654265,1340.501832,1354.431502,0.895473,0.024048,0.886494,0.904451,158.233333,39.858096,143.351747,173.11492,352.60838,90.900326,318.669452,386.547309,943.978333,227.450973,859.05628,1028.900386,19146.866667,267.123468,19047.132324,19246.601009,38293.733333,534.246936,38094.264648,38493.202019,9573.433333,133.561734,9523.566162,9623.300505,0.473997,0.006599,0.471534,0.476461,40.386667,1.31719,39.894875,40.878458,4144.66,52.818822,4124.939342,4164.380658,460.517778,5.868758,458.326594,462.708962,0.202827,0.004128,0.201286,0.204368,460.13,26.462399,450.249887,470.010113,0.672531,0.015988,0.666561,0.6785,43.633333,3.112636,42.471186,44.79548,1.919081,0.256421,1.823343,2.01482,0.439575,0.004867,0.437758,0.441392,0.360026,0.005006,0.358157,0.361896,0.200399,0.00433,0.198782,0.202015
P3-U_D45_D_L1_G0p15,P3-U,45,dispersed,1,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1355.4,17.914741,1348.711277,1362.088723,0.900746,0.023954,0.891802,0.90969,150.3,39.546699,135.534678,165.065322,333.913735,90.023676,300.302116,367.525353,896.461667,224.964758,812.467877,980.455456,19026.866667,273.016702,18924.932001,19128.801332,38053.733333,546.033404,37849.864003,38257.602664,9513.433333,136.508351,9462.466001,9564.400666,0.471738,0.006696,0.469238,0.474238,41.066667,1.054819,40.672835,41.460498,4217.606667,49.535782,4199.111778,4236.101555,468.622963,5.503976,466.567975,470.677951,0.2778,0.007552,0.27498,0.28062,213.822,7.738528,210.932711,216.711289,0.206327,0.00337,0.205069,0.207585,8.266667,1.981524,7.526837,9.006497,1.511657,0.221702,1.428881,1.594432,0.488543,0.004117,0.487006,0.49008,0.392571,0.005223,0.390621,0.394521,0.118886,0.00817,0.115836,0.121937
P3-U_D45_D_L1_G0p6,P3-U,45,dispersed,1,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1349.933333,18.203701,1343.136723,1356.729944,0.89712,0.024246,0.888068,0.906173,155.766667,40.144294,140.778224,170.755109,345.259116,90.574559,311.441817,379.076414,929.751667,228.389795,844.479091,1015.024242,19125.866667,273.564433,19023.727498,19228.005835,38251.733333,547.128865,38047.454997,38456.01167,9562.933333,136.782216,9511.863749,9614.002917,0.473649,0.006721,0.471139,0.476158,41.36,1.403346,40.836041,41.883959,4164.346667,50.815316,4145.374046,4183.319287,462.705185,5.646146,460.597116,464.813254,0.227467,0.005783,0.225308,0.229626,372.05,11.716864,367.675342,376.424658,0.50787,0.020204,0.500327,0.515414,15.7,3.292101,14.470847,16.929153,1.559478,0.204547,1.483107,1.635848,0.460492,0.00367,0.459122,0.461862,0.366009,0.00496,0.364157,0.36786,0.173499,0.006149,0.171203,0.175795
P3-U_D45_D_L1_G1p5,P3-U,45,dispersed,1,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1360.066667,19.024364,1352.96365,1367.169683,0.90385,0.02448,0.89471,0.91299,145.633333,40.169025,130.635657,160.63101,341.981171,93.665553,307.009806,376.952536,869.698333,228.342477,784.443425,954.953242,19107.266667,272.279007,19005.60743,19208.925903,38214.533333,544.558013,38011.214861,38417.851806,9553.633333,136.139503,9502.803715,9604.462951,0.473685,0.006726,0.471173,0.476196,69.44,2.131148,68.644305,70.235695,4237.18,56.095469,4216.235959,4258.124041,470.797778,6.23283,468.470662,473.124893,0.24309,0.007227,0.240391,0.245788,2122.018333,123.305429,2075.980499,2168.056168,0.537191,0.020325,0.529603,0.54478,47.8,2.6704,46.802968,48.797032,6.565832,0.421301,6.408533,6.723131,0.42146,0.008154,0.418416,0.424505,0.413954,0.006701,0.411452,0.416456,0.164586,0.007875,0.161645,0.167526
P3-U_D45_D_L3_G0p15,P3-U,45,dispersed,3,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1355.166667,17.853973,1348.500632,1361.832701,0.900595,0.024093,0.8916,0.90959,150.533333,39.743777,135.694429,165.372237,336.543744,91.108582,302.527061,370.560428,897.896667,227.406404,812.991254,982.802079,19001.266667,272.944346,18899.359016,19103.174317,38002.533333,545.888692,37798.718033,38206.348634,9500.633333,136.472173,9449.679508,9551.587158,0.471172,0.006691,0.468674,0.47367,41.946667,1.377337,41.432418,42.460915,4221.59,49.949632,4202.940595,4240.239405,469.065556,5.549959,466.993399,471.137712,0.285738,0.007289,0.283017,0.28846,212.545,6.902867,209.967716,215.122284,0.17963,0.002242,0.178793,0.180467,9.133333,2.445733,8.220184,10.046482,1.599167,0.228753,1.513759,1.684575,0.494314,0.005664,0.492199,0.496429,0.395465,0.005116,0.393555,0.397375,0.110221,0.00799,0.107237,0.113204
P3-U_D45_D_L3_G0p6,P3-U,45,dispersed,3,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1345.133333,18.475955,1338.235073,1352.031594,0.893922,0.023959,0.884977,0.902867,160.566667,39.787091,145.711591,175.421743,340.850803,90.621675,307.015913,374.685693,957.271667,226.487065,872.709503,1041.833831,19144.2,273.514218,19042.07958,19246.32042,38288.4,547.028437,38084.15916,38492.64084,9572.1,136.757109,9521.03979,9623.16021,0.473838,0.006731,0.471325,0.476351,53.96,1.731374,53.313567,54.606433,4132.08,53.399906,4112.142386,4152.017614,459.12,5.933323,456.90471,461.33529,0.21312,0.008037,0.210119,0.216121,655.325333,48.431801,637.242632,673.408035,0.386574,0.016615,0.380371,0.392777,18.933333,3.004977,17.811383,20.055284,2.480404,0.231391,2.394011,2.566797,0.459922,0.007278,0.457205,0.46264,0.349905,0.004597,0.348189,0.351621,0.190173,0.008253,0.187092,0.193254
P3-U_D45_D_L3_G1p5,P3-U,45,dispersed,3,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1371.633333,16.707387,1365.395393,1377.871274,0.911515,0.023009,0.902925,0.920106,134.066667,37.851737,119.934183,148.199151,294.936151,85.050566,263.181314,326.690989,764.281667,211.434497,685.339593,843.223741,19199.466667,270.247362,19098.565974,19300.36736,38398.933333,540.494724,38197.131948,38600.734719,9599.733333,135.123681,9549.282987,9650.18368,0.476188,0.006578,0.473732,0.478644,70,0,70,70,4290.13,46.800753,4272.656274,4307.603726,476.681111,5.200084,474.739586,478.622636,0.251025,0.010501,0.247104,0.254945,1446.411667,62.459313,1423.091595,1469.731739,0.56466,0.014614,0.559204,0.570117,28.1,3.155182,26.921968,29.278032,4.46597,0.240043,4.376347,4.555594,0.393325,0.011739,0.388942,0.397708,0.436421,0.005403,0.434403,0.438438,0.170254,0.013671,0.16515,0.175359
P3-D_D45_D_L0_G0p15,P3-D,45,dispersed,0,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1361.966667,18.346255,1355.116832,1368.816502,0.905115,0.024379,0.896013,0.914217,143.733333,40.001667,128.798143,158.668524,319.489137,90.842792,285.57169,353.406584,854.878333,226.876127,770.170907,939.585759,18994.066667,272.960517,18892.152979,19095.980354,37988.133333,545.921033,37784.305958,38191.960709,9497.033333,136.480258,9446.076489,9547.990177,0.471311,0.006712,0.468805,0.473817,40.106667,0.827932,39.797547,40.415787,4264.923333,52.101702,4245.470422,4284.376244,473.88037,5.789078,471.718936,476.041805,0.296846,0.006597,0.294383,0.299309,152.16475,3.30981,150.928985,153.400515,0.093056,0.006241,0.090725,0.095386,6.966667,2.220334,6.137673,7.79566,1.565539,0.23115,1.479235,1.651842,0.480891,0.007154,0.47822,0.483562,0.419148,0.005557,0.417073,0.421222,0.099961,0.007374,0.097208,0.102714
P3-D_D45_D_L0_G0p6,P3-D,45,dispersed,0,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1351.633333,17.874048,1344.959803,1358.306863,0.898251,0.024178,0.889223,0.907278,154.066667,40.0077,139.129223,169.00411,342.933901,90.390046,309.185493,376.682309,919.271667,227.053651,834.497959,1004.045374,19083.866667,273.840595,18981.624389,19186.108944,38167.733333,547.681189,37963.248779,38372.217888,9541.933333,136.920297,9490.812195,9593.054472,0.472811,0.006711,0.470305,0.475317,41.396667,1.399873,40.874004,41.919329,4183.05,48.465919,4164.95456,4201.14544,464.783333,5.385102,462.772729,466.793938,0.250204,0.009706,0.24658,0.253828,289.41,14.932295,283.834815,294.985185,0.372531,0.011453,0.368255,0.376807,10.466667,2.208656,9.642034,11.2913,1.375064,0.225326,1.290935,1.459192,0.47668,0.005593,0.474591,0.478768,0.374425,0.004977,0.372567,0.376284,0.148895,0.010556,0.144954,0.152836
P3-D_D45_D_L0_G1p5,P3-D,45,dispersed,0,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1349.3,18.394433,1342.432177,1356.167823,0.896696,0.024149,0.887679,0.905712,156.4,40.007413,141.462664,171.337336,347.920994,89.565314,314.480511,381.361477,934.106667,225.271577,849.998322,1018.215011,19137.466667,269.930225,19036.684381,19238.248952,38274.933333,539.86045,38073.368763,38476.497904,9568.733333,134.965113,9518.342191,9619.124476,0.473873,0.006649,0.47139,0.476355,40.906667,1.351865,40.401928,41.411405,4158.41,51.829424,4139.058748,4177.761252,462.045556,5.758825,459.895416,464.195695,0.219535,0.004671,0.217791,0.221279,353.2475,8.492787,350.076597,356.418403,0.567747,0.016469,0.561598,0.573896,18.9,2.808239,17.851504,19.948496,1.403568,0.215108,1.323254,1.483881,0.453915,0.004264,0.452323,0.455507,0.363958,0.004986,0.362096,0.36582,0.182127,0.004942,0.180282,0.183972
P3-D_D45_D_L1_G0p15,P3-D,45,dispersed,1,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1362.166667,18.489668,1355.263286,1369.070047,0.905241,0.024165,0.896218,0.914263,143.533333,39.65605,128.727184,158.339483,318.422915,89.962852,284.834006,352.011824,853.661667,225.028866,769.643942,937.679392,18989.133333,275.227145,18886.373368,19091.893299,37978.266667,550.454291,37772.746735,38183.786598,9494.566667,137.613573,9443.186684,9545.94665,0.471212,0.006767,0.468686,0.473739,40.28,0.937495,39.929973,40.630027,4267.123333,52.501157,4247.52128,4286.725386,474.124815,5.833462,471.946809,476.302821,0.29816,0.007024,0.295537,0.300782,150.81125,3.301617,149.578545,152.043955,0.079321,0.006517,0.076888,0.081754,7.333333,2.170862,6.522811,8.143856,1.572158,0.244192,1.480986,1.663331,0.480746,0.007658,0.477887,0.483605,0.420629,0.005637,0.418525,0.422734,0.098625,0.0079,0.095675,0.101574
P3-D_D45_D_L1_G0p6,P3-D,45,dispersed,1,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1351.766667,17.725266,1345.148687,1358.384647,0.898338,0.024078,0.889348,0.907328,153.933333,39.852256,139.053927,168.812739,342.590564,90.365949,308.851153,376.329975,918.111667,226.632024,833.49538,1002.727953,19080.733333,271.911488,18979.211315,19182.255351,38161.466667,543.822977,37958.422631,38364.510703,9540.366667,135.955744,9489.605658,9591.127676,0.472749,0.006662,0.470261,0.475236,41.58,1.397387,41.058266,42.101734,4184.51,47.910307,4166.622006,4202.397994,464.945556,5.323367,462.958001,466.93311,0.251763,0.010277,0.247926,0.2556,295.716,14.270057,290.388072,301.043928,0.342438,0.012065,0.337933,0.346943,11.233333,2.514555,10.294488,12.172178,1.444018,0.210639,1.365373,1.522663,0.477651,0.006239,0.475322,0.479981,0.375152,0.004914,0.373317,0.376986,0.147197,0.011146,0.143035,0.151358
P3-D_D45_D_L1_G1p5,P3-D,45,dispersed,1,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1349.166667,18.699222,1342.185046,1356.148287,0.896604,0.024142,0.887591,0.905618,156.533333,39.996322,141.600138,171.466528,347.889302,90.314498,314.169101,381.609503,933.04,227.071837,848.259503,1017.820497,19131.666667,274.581102,19029.14791,19234.185423,38263.333333,549.162204,38058.295821,38468.370846,9565.833333,137.290551,9514.573955,9617.092711,0.473741,0.006763,0.471216,0.476266,41.763333,1.646414,41.148621,42.378045,4157.77,52.624769,4138.121795,4177.418205,461.974444,5.847197,459.791311,464.157578,0.218663,0.004793,0.216874,0.220453,432.5575,16.024888,426.57438,438.54062,0.535185,0.018937,0.528115,0.542256,21.6,3.489887,20.297001,22.902999,1.847459,0.162557,1.786766,1.908152,0.452924,0.0041,0.451393,0.454455,0.363996,0.00507,0.362103,0.365889,0.18308,0.005043,0.181197,0.184963
P3-D_D45_D_L3_G0p15,P3-D,45,dispersed,3,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1362.466667,18.453545,1355.576773,1369.35656,0.905439,0.024116,0.896435,0.914443,143.233333,39.590737,128.451569,158.015097,316.849586,90.38384,283.103495,350.595677,852.285,225.548277,768.073346,936.496654,18975.133333,275.19106,18872.386841,19077.879826,37950.266667,550.38212,37744.773681,38155.759652,9487.566667,137.59553,9436.19342,9538.939913,0.470922,0.006765,0.468396,0.473447,40.576667,0.803734,40.276581,40.876752,4272.34,52.619949,4252.693594,4291.986406,474.704444,5.846661,472.52151,476.887378,0.30131,0.007613,0.298467,0.304153,147.9795,3.049389,146.840967,149.118033,0.052315,0.006097,0.050038,0.054591,7.3,2.167948,6.490566,8.109434,1.608302,0.262834,1.510169,1.706435,0.479675,0.009032,0.476303,0.483048,0.424819,0.005704,0.422689,0.426948,0.095506,0.008721,0.09225,0.098762
P3-D_D45_D_L3_G0p6,P3-D,45,dispersed,3,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1351.266667,17.206521,1344.842368,1357.690966,0.898,0.023696,0.889152,0.906847,154.433333,39.237283,139.783536,169.08313,351.465611,90.811854,317.559715,385.371507,920.288333,224.484095,836.474007,1004.10266,19054.733333,273.176201,18952.739117,19156.72755,38109.466667,546.352402,37905.478234,38313.4551,9527.366667,136.5881,9476.369558,9578.363775,0.472163,0.006666,0.469674,0.474652,43.78,1.239132,43.317352,44.242648,4186.826667,46.003448,4169.650626,4204.002708,465.202963,5.111494,463.294514,467.111412,0.258501,0.012412,0.253867,0.263135,336.701,10.73014,332.69475,340.70725,0.281019,0.011544,0.276709,0.285329,11.233333,2.674056,10.234937,12.23173,1.66412,0.184398,1.595272,1.732967,0.482338,0.008807,0.47905,0.485626,0.377557,0.004794,0.375767,0.379346,0.140106,0.013308,0.135137,0.145074
P3-D_D45_D_L3_G1p5,P3-D,45,dispersed,3,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1358.033333,18.600117,1351.088715,1364.977951,0.902466,0.023042,0.893863,0.911069,147.666667,38.067393,133.453664,161.879669,324.712923,88.474702,291.679636,357.74621,901.21,215.438063,820.773138,981.646862,19166.2,276.319331,19063.032251,19269.367749,38332.4,552.638661,38126.064503,38538.735497,9583.1,138.159665,9531.516126,9634.683874,0.474876,0.006788,0.472341,0.47741,69.486667,1.819195,68.807444,70.165889,4206.436667,54.818072,4185.969561,4226.903773,467.381852,6.090897,465.107729,469.655975,0.244945,0.012375,0.240325,0.249565,977.9875,58.877058,956.004914,999.970086,0.425772,0.015013,0.420166,0.431377,20.866667,2.932968,19.771602,21.961732,3.249961,0.252027,3.155863,3.344059,0.463937,0.012497,0.459271,0.468603,0.380863,0.00558,0.37878,0.382946,0.1552,0.013791,0.150051,0.160349
P0_D45_C,P0,45,concentrated,,,,30,1505.7,41.635653,1490.154737,1521.245263,1448.366667,19.66878,1441.023048,1455.710285,0.962409,0.020606,0.954715,0.970103,57.333333,32.500752,45.198716,69.467951,136.338056,70.014361,110.197199,162.478912,368.445,178.40388,301.835376,435.054624,18534.666667,262.224086,18436.761578,18632.571755,37069.333333,524.448172,36873.523156,37265.143511,9267.333333,131.112043,9218.380789,9316.285878,0.465091,0.006537,0.46265,0.467532,86.146667,3.092118,84.99218,87.301153,4896.863333,67.040531,4871.832799,4921.893868,1030.33837,18.000354,1023.617682,1037.059058,0.578188,0.006521,0.575753,0.580622,0,0,0,0,0,0,0,0,0,0,0,0,1.442902,0.247164,1.350619,1.535184,0.198405,0.010982,0.194305,0.202505,0.801595,0.010982,0.797495,0.805695,0,0,0,0
P1_D45_C,P1,45,concentrated,,,,30,1505.7,41.635653,1490.154737,1521.245263,1297.066667,18.816598,1290.041222,1304.092111,0.861974,0.023248,0.853294,0.870654,208.633333,39.876952,193.744707,223.52196,477.528565,89.055147,444.278561,510.77857,1268.976667,217.419018,1187.800187,1350.153147,19715.333333,275.640612,19612.418994,19818.247673,39430.666667,551.281225,39224.837988,39636.495346,9857.666667,137.820306,9806.209497,9909.123836,0.484146,0.006794,0.48161,0.486683,52.133333,1.613164,51.531036,52.735631,3553.8,52.471674,3534.208955,3573.391045,157.946667,2.332074,157.075954,158.81738,0.54386,0.007669,0.540997,0.546723,0,0,0,0,0,0,0,0,0,0,0,0,1.447914,0.303988,1.334416,1.561412,0.199326,0.011136,0.195169,0.203484,0,0,0,0,0.800674,0.011136,0.796516,0.804831
P2_D45_C_B28,P2,45,concentrated,,,28,30,1505.7,41.635653,1490.154737,1521.245263,1346.266667,18.364008,1339.410203,1353.12313,0.894672,0.023798,0.885787,0.903557,159.433333,39.536699,144.671745,174.194922,358.391355,89.641247,324.922522,391.860189,954.573333,223.963418,870.953409,1038.193258,19181.466667,268.792925,19081.109008,19281.824325,38362.933333,537.585851,38162.218017,38563.64865,9590.733333,134.396463,9540.554504,9640.912162,0.474696,0.006624,0.472223,0.477169,28,0,28,28,4130.833333,51.562719,4111.581659,4150.085007,519.592593,2.291676,518.736963,520.448223,0.178173,0.004878,0.176352,0.179994,0,0,0,0,0,0,0,0,0,0,0,0,1.013546,0.170725,0.949803,1.077288,0.415621,0.004284,0.414022,0.417221,0.356606,0.004887,0.354781,0.35843,0.227773,0.005048,0.225888,0.229658
P2_D45_C_B34,P2,45,concentrated,,,34,30,1505.7,41.635653,1490.154737,1521.245263,1364.533333,18.418007,1357.656709,1371.409958,0.906819,0.024364,0.897723,0.915915,141.166667,39.937955,126.255264,156.07807,318.491541,90.767917,284.602049,352.381032,841.55,225.968099,757.181599,925.918401,19053.466667,272.2843,18951.805454,19155.127879,38106.933333,544.568601,37903.610908,38310.255759,9526.733333,136.14215,9475.902727,9577.56394,0.472711,0.0067,0.47021,0.475213,33.6,0,33.6,33.6,4268.38,52.671751,4248.714253,4288.045747,592.719111,2.603578,591.747028,593.691194,0.276094,0.004651,0.274358,0.27783,0,0,0,0,0,0,0,0,0,0,0,0,1.150045,0.178729,1.083314,1.216776,0.452683,0.005977,0.450452,0.454915,0.421998,0.005487,0.419949,0.424047,0.125318,0.005029,0.123441,0.127196
P2_D45_C_B40,P2,45,concentrated,,,40,30,1505.7,41.635653,1490.154737,1521.245263,1378.166667,17.788185,1371.525195,1384.808138,0.915881,0.0244,0.90677,0.924991,127.533333,39.668222,112.722639,142.344028,287.478054,90.35738,253.741842,321.214265,763.156667,225.309981,679.033983,847.27935,18937.733333,267.582657,18837.827546,19037.639121,37875.466667,535.165313,37675.655092,38075.278241,9468.866667,133.791328,9418.913773,9518.81956,0.470791,0.006571,0.468338,0.473245,39.213333,0.07303,39.186067,39.2406,4377.37,51.694095,4358.069275,4396.670725,663.969778,3.325782,662.72805,665.211506,0.336899,0.006277,0.334555,0.339243,0,0,0,0,0,0,0,0,0,0,0,0,1.603049,0.254609,1.507987,1.698111,0.43472,0.009691,0.431101,0.438338,0.486659,0.005858,0.484472,0.488846,0.078622,0.008237,0.075546,0.081697
P3-U_D45_C_L0_G0p15,P3-U,45,concentrated,0,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1355.733333,17.490753,1349.202912,1362.263754,0.900964,0.023676,0.892124,0.909804,149.966667,39.153529,135.34814,164.585193,332.86008,89.36787,299.493316,366.226844,893.981667,222.324888,810.973511,976.989823,19036.4,267.88644,18936.380791,19136.419209,38072.8,535.77288,37872.761582,38272.838418,9518.2,133.94322,9468.190395,9568.209605,0.471959,0.006565,0.469508,0.47441,40.76,1.056866,40.365404,41.154596,4217.053333,48.31415,4199.014559,4235.092108,559.124593,2.147296,558.322869,559.926316,0.274758,0.007476,0.271967,0.277549,214.599,7.878244,211.657546,217.540454,0.219444,0.003958,0.217967,0.220922,7.666667,1.863133,6.97104,8.362294,1.477796,0.203601,1.401779,1.553814,0.486014,0.004033,0.484508,0.48752,0.391733,0.005082,0.389836,0.393631,0.122253,0.008068,0.119241,0.125265
P3-U_D45_C_L0_G0p6,P3-U,45,concentrated,0,0.6,,30,1505.7,41.635653,1490.154737,1521.245263,1349.533333,18.346724,1342.683323,1356.383344,0.896845,0.023931,0.88791,0.90578,156.166667,39.668526,141.355859,170.977475,347.088431,89.571199,313.645751,380.531111,932.965,224.942575,848.979493,1016.950507,19126,274.08028,19023.668233,19228.331767,38252,548.16056,38047.336465,38456.663535,9563,137.04014,9511.834116,9614.165884,0.473634,0.006737,0.471119,0.47615,40.993333,1.321685,40.499864,41.486803,4162.306667,51.225041,4143.18107,4181.432263,530.091407,2.276668,529.241381,530.941434,0.226463,0.005648,0.224354,0.228571,338.126,8.935516,334.789798,341.462202,0.533642,0.0177,0.527034,0.54025,16.6,2.954832,15.496771,17.703229,1.3547,0.22795,1.269591,1.439808,0.460035,0.003433,0.458754,0.461317,0.365377,0.004994,0.363513,0.367242,0.174588,0.006007,0.172345,0.176831
P3-U_D45_C_L0_G1p5,P3-U,45,concentrated,0,1.5,,30,1505.7,41.635653,1490.154737,1521.245263,1347.466667,18.654265,1340.501832,1354.431502,0.895473,0.024048,0.886494,0.904451,158.233333,39.858096,143.351747,173.11492,352.60838,90.900326,318.669452,386.547309,943.978333,227.450973,859.05628,1028.900386,19146.866667,267.123468,19047.132324,19246.601009,38293.733333,534.246936,38094.264648,38493.202019,9573.433333,133.561734,9523.566162,9623.300505,0.473997,0.006599,0.471534,0.476461,40.386667,1.31719,39.894875,40.878458,4144.66,52.818822,4124.939342,4164.380658,523.730444,2.353734,522.851644,524.609245,0.202827,0.004128,0.201286,0.204368,460.13,26.462399,450.249887,470.010113,0.672531,0.015988,0.666561,0.6785,43.633333,3.112636,42.471186,44.79548,1.919081,0.256421,1.823343,2.01482,0.439575,0.004867,0.437758,0.441392,0.360026,0.005006,0.358157,0.361896,0.200399,0.00433,0.198782,0.202015
P3-U_D45_C_L1_G0p15,P3-U,45,concentrated,1,0.15,,30,1505.7,41.635653,1490.154737,1521.245263,1355.4,17.914741,1348.711277,1362.088723,0.900746,0.023954,0.891802,0.90969,150.3,39.546699,135.534678,165.065322,333.913735,90.023676,300.302116,367.525353,896.461667,224.964758,812.467877,980.455456,19026.866667,273.016702,18924.932001,19128.801332,38053.733333,546.033404,37849.864003,38257.602664,9513.433333,136.508351,9462.466001,9564.400666,0.471738,0.006696,0.469238,0.474238,41.066667,1.054819,40.672835,41.460498,4217.606667,49.535782,4199.111778,4236.101555,559.849185,2.20159,559.02719,560.67118,0.2778,0.007552,0.27498,0.28062,213.822,7.738528,210.932711,216.711289,0.206327,0.00337,0.205069,0.207585,8.266667,1.981524,7.526837,9.006497,1.511657,0.221702,1.428881,1.594432,0.488543,0.004117,0.487006,0.49008,0.392571,0.005223,0.390621,0.394521,0.118886,0.00817,0.115836,0.121937
