config_id,policy,demand,population,delay,gain,fixed_budget,runs,requests_received_mean,requests_received_sd,requests_received_ci_low,requests_received_ci_high,requests_dispatched_mean,requests_dispatched_sd,requests_dispatched_ci_low,requests_dispatched_ci_high,completion_rate_mean,completion_rate_sd,completion_rate_ci_low,completion_rate_ci_high,final_queue_mean,final_queue_sd,final_queue_ci_low,final_queue_ci_high,mean_wait_minutes_mean,mean_wait_minutes_sd,mean_wait_minutes_ci_low,mean_wait_minutes_ci_high,p95_wait_minutes_mean,p95_wait_minutes_sd,p95_wait_minutes_ci_low,p95_wait_minutes_ci_high,distance_units_mean,distance_units_sd,distance_units_ci_low,distance_units_ci_high,energy_points_mean,energy_points_sd,energy_points_ci_low,energy_points_ci_high,charging_minutes_mean,charging_minutes_sd,charging_minutes_ci_low,charging_minutes_ci_high,mean_utilization_mean,mean_utilization_sd,mean_utilization_ci_low,mean_utilization_ci_high,peak_period_exposure_mean,peak_period_exposure_sd,peak_period_exposure_ci_low,peak_period_exposure_ci_high,cumulative_exposure_mean,cumulative_exposure_sd,cumulative_exposure_ci_low,cumulative_exposure_ci_high,population_weighted_burden_mean,population_weighted_burden_sd,population_weighted_burden_ci_low,population_weighted_burden_ci_high,exposure_gini_mean,exposure_gini_sd,exposure_gini_ci_low,exposure_gini_ci_high,total_budget_adjustment_mean,total_budget_adjustment_sd,total_budget_adjustment_ci_low,total_budget_adjustment_ci_high,budget_at_bound_share_mean,budget_at_bound_share_sd,budget_at_bound_share_ci_low,budget_at_bound_share_ci_high,budget_oscillations_mean,budget_oscillations_sd,budget_oscillations_ci_low,budget_oscillations_ci_high,route_switching_mean,route_switching_sd,route_switching_ci_low,route_switching_ci_high,route_1_share_mean,route_1_share_sd,route_1_share_ci_low,route_1_share_ci_high,route_2_share_mean,route_2_share_sd,route_2_share_ci_low,route_2_share_ci_high,route_3_share_mean,route_3_share_sd,route_3_share_ci_low,route_3_share_ci_high
P3-U_D80_D_L3_G1p5,P3-U,80,dispersed,3,1.5,,30,2692,68.433204,2666.449491,2717.550509,1506.266667,4.548083,1504.568575,1507.964758,0.559873,0.013884,0.55469,0.565057,1185.733333,67.712849,1160.451779,1211.014888,1817.292302,104.675629,1778.210169,1856.374436,4107.331667,165.471902,4045.550381,4169.112953,21371.4,46.704205,21353.962321,21388.837679,42742.8,93.40841,42707.924643,42777.675357,10685.7,23.352102,10676.981161,10694.418839,0.529165,0.001173,0.528727,0.529603,70,0,70,70,4657.686667,11.274437,4653.477196,4661.896138,517.520741,1.252715,517.053022,517.98846,0.188953,0.006425,0.186554,0.191352,1656.071667,91.400728,1621.945906,1690.197427,0.507562,0.01188,0.503126,0.511997,26.2,1.517712,25.633341,26.766659,4.073106,0.167504,4.010566,4.135646,0.371594,0.00825,0.368514,0.374674,0.397366,0.001486,0.396811,0.397921,0.23104,0.009054,0.227659,0.23442
P3-D_D80_D_L0_G0p15,P3-D,80,dispersed,0,0.15,,30,2692,68.433204,2666.449491,2717.550509,1513.7,3.834058,1512.2685,1515.1315,0.562636,0.0139,0.557446,0.567825,1178.3,67.575322,1153.069793,1203.530207,1751.192668,103.572183,1712.522522,1789.862814,4106.24,160.722169,4046.232094,4166.247906,21357.666667,42.550038,21341.780005,21373.553328,42715.333333,85.100076,42683.560011,42747.106656,10678.833333,21.275019,10670.890003,10686.776664,0.52919,0.001059,0.528794,0.529585,39.2,0,39.2,39.2,4688.083333,10.438592,4684.185937,4691.98073,520.898148,1.159844,520.465104,521.331192,0.252688,0.002202,0.251866,0.253511,131.8935,0.315236,131.775802,132.011198,0.055556,0.002106,0.054769,0.056342,2.533333,1.332183,2.035944,3.030723,0.59484,0.095437,0.559207,0.630472,0.476627,0.001714,0.475987,0.477267,0.377224,0.000958,0.376866,0.377581,0.146149,0.002383,0.14526,0.147039
P3-D_D80_D_L0_G0p6,P3-D,80,dispersed,0,0.6,,30,2692,68.433204,2666.449491,2717.550509,1495.133333,3.501067,1493.82616,1496.440507,0.555734,0.01369,0.550622,0.560845,1196.866667,67.463775,1171.678108,1222.055226,1793.437183,105.612657,1754.005197,1832.86917,4180.176667,163.676764,4119.065621,4241.287713,21371.266667,49.653929,21352.727667,21389.805667,42742.533333,99.307858,42705.455334,42779.611333,10685.633333,24.826964,10676.363833,10694.902833,0.528679,0.001174,0.528241,0.529117,39.2,0,39.2,39.2,4570.86,9.452881,4567.330632,4574.389368,507.873333,1.05032,507.481181,508.265485,0.174998,0.001706,0.174361,0.175635,222.432,1.133765,222.008693,222.855307,0.341512,0.001992,0.340769,0.342256,13.8,1.15669,13.368133,14.231867,0.516727,0.067524,0.491516,0.541938,0.432071,0.001012,0.431693,0.432448,0.338433,0.000792,0.338137,0.338729,0.229496,0.001804,0.228823,0.23017
P3-D_D80_D_L0_G1p5,P3-D,80,dispersed,0,1.5,,30,2692,68.433204,2666.449491,2717.550509,1490.5,3.15955,1489.320337,1491.679663,0.554023,0.014097,0.548759,0.559286,1201.5,68.709157,1175.84646,1227.15354,1812.868034,106.589311,1773.0714,1852.664668,4195.273333,167.670468,4132.671181,4257.875485,21377.133333,39.548079,21362.367496,21391.899171,42754.266667,79.096159,42724.734992,42783.798341,10688.566667,19.77404,10681.183748,10695.949585,0.528605,0.000901,0.528269,0.528942,39.2,0,39.2,39.2,4542.15,8.530786,4538.96491,4545.33509,504.683333,0.947865,504.329434,505.037232,0.154249,0.001508,0.153686,0.154812,255.905,2.497192,254.972638,256.837362,0.545216,0.003143,0.544043,0.54639,21.133333,1.357821,20.626372,21.640295,0.571561,0.074326,0.543811,0.599312,0.419324,0.000887,0.418993,0.419655,0.329421,0.000697,0.329161,0.329681,0.251255,0.001584,0.250663,0.251846
P3-D_D80_D_L1_G0p15,P3-D,80,dispersed,1,0.15,,30,2692,68.433204,2666.449491,2717.550509,1514.233333,3.738738,1512.837422,1515.629244,0.562834,0.013931,0.557633,0.568036,1177.766667,67.656681,1152.506084,1203.02725,1747.248953,105.341659,1707.918148,1786.579759,4104.358333,160.171221,4044.556132,4164.160535,21355.933333,41.650378,21340.382573,21371.484094,42711.866667,83.300757,42680.765145,42742.968188,10677.966667,20.825189,10670.191286,10685.742047,0.529175,0.001031,0.528791,0.52956,39.2,0,39.2,39.2,4691.596667,10.133165,4687.813306,4695.380028,521.288519,1.125907,520.868145,521.708892,0.255068,0.002345,0.254192,0.255943,130.7455,0.347978,130.615578,130.875422,0.042438,0.002135,0.041641,0.043235,2.666667,1.708666,2.028712,3.304621,0.615519,0.110699,0.574188,0.65685,0.478022,0.001877,0.477322,0.478723,0.378412,0.000937,0.378062,0.378761,0.143566,0.002537,0.142619,0.144513
P3-D_D80_D_L1_G0p6,P3-D,80,dispersed,1,0.6,,30,2692,68.433204,2666.449491,2717.550509,1495.333333,3.447471,1494.046171,1496.620496,0.555807,0.013632,0.550717,0.560896,1196.666667,67.307495,1171.536457,1221.796876,1789.15142,105.915957,1749.606192,1828.696647,4178.123333,165.630318,4116.282901,4239.963766,21378.133333,48.312013,21360.095357,21396.17131,42756.266667,96.624025,42720.190714,42792.34262,10689.066667,24.156006,10680.047678,10698.085655,0.528837,0.001139,0.528412,0.529262,39.226667,0.101483,39.188776,39.264557,4572.02,9.322365,4568.539363,4575.500637,508.002222,1.035818,507.615485,508.38896,0.174857,0.001645,0.174243,0.175472,226.944,1.562751,226.360525,227.527475,0.31466,0.000845,0.314345,0.314976,9.1,1.348051,8.596686,9.603314,0.497847,0.066608,0.472978,0.522716,0.431411,0.000969,0.431049,0.431773,0.339057,0.000782,0.338765,0.339348,0.229532,0.001741,0.228882,0.230183
P3-D_D80_D_L1_G1p5,P3-D,80,dispersed,1,1.5,,30,2692,68.433204,2666.449491,2717.550509,1490.5,3.766916,1489.093568,1491.906432,0.554014,0.013775,0.548871,0.559157,1201.5,67.798255,1176.186558,1226.813442,1812.022917,105.599621,1772.595797,1851.450036,4193.83,165.257719,4132.128682,4255.531318,21376.333333,47.454031,21358.615697,21394.05097,42752.666667,94.908062,42717.231393,42788.10194,10688.166667,23.727015,10679.307848,10697.025485,0.528588,0.001118,0.528171,0.529005,39.29,0.292846,39.180662,39.399338,4542.163333,10.186248,4538.360153,4545.966514,504.684815,1.131805,504.262239,505.10739,0.154306,0.001811,0.15363,0.154983,324.47,11.744939,320.08486,328.85514,0.5125,0.002477,0.511575,0.513425,17.866667,1.942862,17.141272,18.592062,1.009094,0.11888,0.964708,1.053479,0.41937,0.00111,0.418955,0.419784,0.329422,0.000831,0.329111,0.329732,0.251209,0.001898,0.2505,0.251917
P3-D_D80_D_L3_G0p15,P3-D,80,dispersed,3,0.15,,30,2692,68.433204,2666.449491,2717.550509,1516,4.331122,1514.382914,1517.617086,0.563489,0.013862,0.558313,0.568664,1176,67.435793,1150.821888,1201.178112,1740.061915,104.649321,1700.989603,1779.134226,4097.523333,160.311118,4037.668899,4157.377767,21355.533333,42.020302,21339.844457,21371.22221,42711.066667,84.040603,42679.688913,42742.44442,10677.766667,21.010151,10669.922228,10685.611105,0.529243,0.00107,0.528844,0.529643,39.2,0,39.2,39.2,4702.133333,11.69171,4697.768067,4706.4986,522.459259,1.299079,521.97423,522.944289,0.260712,0.002888,0.259634,0.26179,128.45025,0.426945,128.290844,128.609656,0.022068,0.005529,0.020003,0.024132,2.766667,1.83234,2.082536,3.450797,0.691599,0.107766,0.651364,0.731835,0.480655,0.002345,0.479779,0.48153,0.381929,0.001094,0.381521,0.382337,0.137416,0.003134,0.136246,0.138586
P3-D_D80_D_L3_G0p6,P3-D,80,dispersed,3,0.6,,30,2692,68.433204,2666.449491,2717.550509,1496,3.667189,1494.630803,1497.369197,0.556056,0.013712,0.550936,0.561175,1196,67.486908,1170.802804,1221.197196,1785.943415,106.861676,1746.04509,1825.841741,4177.621667,166.449027,4115.475557,4239.767776,21372.133333,43.09391,21356.04361,21388.223057,42744.266667,86.187819,42712.08722,42776.446114,10686.066667,21.546955,10678.021805,10694.111528,0.528736,0.001043,0.528346,0.529125,39.2,0,39.2,39.2,4576.753333,9.828942,4573.083558,4580.423108,508.528148,1.092105,508.120395,508.935901,0.178113,0.002166,0.177304,0.178922,260.608,4.290083,259.006237,262.209763,0.269444,0.002242,0.268607,0.270281,7.4,1.566899,6.814976,7.985024,0.764099,0.07158,0.737373,0.790824,0.433002,0.001526,0.432433,0.433572,0.340911,0.000837,0.340599,0.341223,0.226087,0.002286,0.225233,0.22694
P3-D_D80_D_L3_G1p5,P3-D,80,dispersed,3,1.5,,30,2692,68.433204,2666.449491,2717.550509,1499.133333,3.757598,1497.730381,1500.536286,0.557233,0.01424,0.551916,0.562549,1192.866667,68.852032,1167.159782,1218.573551,1809.014093,106.409984,1769.284413,1848.743772,4190.343333,166.882654,4128.035323,4252.651344,21379.533333,43.386581,21363.334337,21395.73233,42759.066667,86.773162,42726.668674,42791.46466,10689.766667,21.69329,10681.667168,10697.866165,0.529032,0.001051,0.52864,0.529424,70,0,70,70,4595.586667,9.997715,4591.853878,4599.319456,510.620741,1.110857,510.205986,511.035495,0.190427,0.004955,0.188577,0.192277,989.3025,47.344669,971.625695,1006.979305,0.359722,0.008436,0.356572,0.362872,20.2,1.648406,19.584544,20.815456,2.941686,0.142666,2.888419,2.994952,0.440014,0.004675,0.438269,0.44176,0.346869,0.000869,0.346545,0.347194,0.213116,0.005087,0.211217,0.215016
P0_D80_C,P0,80,concentrated,,,,30,2692,68.433204,2666.449491,2717.550509,1655.366667,4.021351,1653.865238,1656.868095,0.615295,0.01531,0.609579,0.621011,1036.633333,67.769632,1011.330578,1061.936088,1498.863993,107.229095,1458.828487,1538.8995,3621.87,163.948536,3560.657484,3683.082516,21194.533333,47.208805,21176.907255,21212.159411,42389.066667,94.41761,42353.81451,42424.318823,10597.266667,23.604402,10588.453628,10606.079706,0.531798,0.001172,0.531361,0.532236,87.22,2.358462,86.339435,88.100565,5595.403333,19.849928,5587.992081,5602.814586,1175.997926,14.827898,1170.461719,1181.534132,0.577392,0.006847,0.574836,0.579949,0,0,0,0,0,0,0,0,0,0,0,0,1.326297,0.20159,1.251031,1.401563,0.199741,0.011511,0.195443,0.204039,0.800259,0.011511,0.795961,0.804557,0,0,0,0
P1_D80_C,P1,80,concentrated,,,,30,2692,68.433204,2666.449491,2717.550509,1411.833333,2.742807,1410.809267,1412.857399,0.524783,0.013378,0.519788,0.529778,1280.166667,68.822151,1254.470939,1305.862395,1991.754991,107.148621,1951.749531,2031.760451,4486.391667,162.655694,4425.661852,4547.121481,21456.933333,23.227411,21448.261049,21465.605617,42913.866667,46.454823,42896.522098,42931.211235,10728.466667,11.613706,10724.130525,10732.802809,0.526923,0.000604,0.526697,0.527148,52.466667,0.973204,52.103307,52.830026,3868.223333,9.938455,3864.51267,3871.933997,171.921037,0.441709,171.756119,172.085955,0.543895,0.008764,0.540622,0.547167,0,0,0,0,0,0,0,0,0,0,0,0,1.43168,0.284151,1.325588,1.537771,0.199279,0.012731,0.194525,0.204032,0,0,0,0,0.800721,0.012731,0.795968,0.805475
P2_D80_C_B28,P2,80,concentrated,,,28,30,2692,68.433204,2666.449491,2717.550509,1487.166667,2.574187,1486.205558,1488.127776,0.552777,0.013767,0.547637,0.557917,1204.833333,67.931042,1179.470314,1230.196353,1830.225951,105.753069,1790.741539,1869.710362,4207.731667,166.098304,4145.716505,4269.746829,21388.933333,41.829649,21373.315639,21404.551027,42777.866667,83.659298,42746.631279,42809.102054,10694.466667,20.914825,10686.65782,10702.275514,0.528717,0.000943,0.528364,0.529069,28,0,28,28,4519.35,6.950304,4516.755005,4521.944995,536.86,0.308902,536.744667,536.975333,0.132734,0.001204,0.132284,0.133183,0,0,0,0,0,0,0,0,0,0,0,0,0.188033,0.051391,0.168845,0.20722,0.403453,0.000698,0.403192,0.403714,0.322762,0.000559,0.322554,0.322971,0.273785,0.001257,0.273315,0.274254
P2_D80_C_B34,P2,80,concentrated,,,34,30,2692,68.433204,2666.449491,2717.550509,1514.3,3.534558,1512.980322,1515.619678,0.562868,0.014302,0.557529,0.568208,1177.7,68.657646,1152.065692,1203.334308,1773.98541,106.191984,1734.337124,1813.633696,4112.536667,163.134864,4051.627947,4173.445386,21357.866667,44.193722,21341.366313,21374.367021,42715.733333,88.387444,42682.732625,42748.734041,10678.933333,22.096861,10670.683156,10687.18351,0.52922,0.001076,0.528818,0.529622,33.6,0,33.6,33.6,4692.45,9.632372,4688.853617,4696.046383,611.753333,0.428105,611.593494,611.913173,0.251713,0.002503,0.250778,0.252647,0,0,0,0,0,0,0,0,0,0,0,0,0.340821,0.088186,0.307896,0.373747,0.472299,0.002337,0.471427,0.473172,0.380376,0.000889,0.380044,0.380708,0.147325,0.002796,0.146281,0.148369
P2_D80_C_B40,P2,80,concentrated,,,40,30,2692,68.433204,2666.449491,2717.550509,1535.633333,3.727654,1534.241561,1537.025106,0.570793,0.01429,0.565457,0.576128,1156.366667,68.082345,1130.947156,1181.786178,1730.745133,105.391772,1691.395617,1770.094648,4036.821667,161.613948,3976.480803,4097.162531,21333.266667,42.609642,21317.357751,21349.175582,42666.533333,85.219284,42634.715503,42698.351164,10666.633333,21.304821,10658.678876,10674.587791,0.529612,0.001047,0.529221,0.530003,39.226667,0.101483,39.188776,39.264557,4828.856667,10.568224,4824.91087,4832.802463,685.015852,0.469699,684.840483,685.191221,0.307762,0.007453,0.304979,0.310544,0,0,0,0,0,0,0,0,0,0,0,0,0.949105,0.117248,0.905329,0.992881,0.472272,0.009133,0.468862,0.475681,0.437607,0.001065,0.437209,0.438005,0.090121,0.00928,0.086657,0.093586
P3-U_D80_C_L0_G0p15,P3-U,80,concentrated,0,0.15,,30,2692,68.433204,2666.449491,2717.550509,1501.533333,2.921187,1500.442667,1502.624,0.558112,0.013691,0.553,0.563223,1190.466667,67.341504,1165.323759,1215.609574,1769.782281,104.262281,1730.854477,1808.710085,4154.518333,163.597014,4093.437064,4215.599603,21360.933333,45.778276,21343.841363,21378.025303,42721.866667,91.556552,42687.682727,42756.050607,10680.466667,22.889138,10671.920682,10689.012652,0.528733,0.001081,0.528329,0.529136,39.2,0,39.2,39.2,4614.593333,7.896701,4611.644988,4617.541679,576.793037,0.350964,576.661999,576.924075,0.207812,0.00148,0.207259,0.208364,174.263,0.630846,174.027465,174.498535,0.191512,0.003937,0.190043,0.192982,2.933333,1.048261,2.54195,3.324716,0.472826,0.085347,0.44096,0.504691,0.451718,0.000918,0.451375,0.45206,0.35364,0.000689,0.353383,0.353897,0.194643,0.001577,0.194054,0.195231
P3-U_D80_C_L0_G0p6,P3-U,80,concentrated,0,0.6,,30,2692,68.433204,2666.449491,2717.550509,1491.233333,3.400642,1489.963655,1492.503011,0.554294,0.014081,0.549037,0.559552,1200.766667,68.598122,1175.154583,1226.37875,1809.608663,107.297269,1769.547703,1849.669623,4193.151667,168.386757,4130.282078,4256.021255,21373.733333,51.940904,21354.340459,21393.126208,42747.466667,103.881807,42708.680918,42786.252416,10686.866667,25.970452,10677.170229,10696.563104,0.528563,0.001193,0.528118,0.529009,39.2,0,39.2,39.2,4546.33,9.181734,4542.901869,4549.758131,547.159111,0.408077,547.00675,547.311472,0.157114,0.00163,0.156506,0.157723,247.604,1.864761,246.907765,248.300235,0.495525,0.000845,0.495209,0.49584,18.933333,1.284747,18.453655,19.413012,0.553159,0.059549,0.530926,0.575393,0.42113,0.00096,0.420772,0.421488,0.3306,0.000753,0.330319,0.330882,0.248269,0.001713,0.24763,0.248909
P3-U_D80_C_L0_G1p5,P3-U,80,concentrated,0,1.5,,30,2692,68.433204,2666.449491,2717.550509,1488.466667,3.002681,1487.345573,1489.58776,0.553264,0.013952,0.548055,0.558473,1203.533333,68.355931,1178.011675,1229.054992,1822.344533,106.503893,1782.579791,1862.109275,4203.031667,167.572105,4140.46624,4265.597093,21379.133333,50.099717,21360.427892,21397.838774,42758.266667,100.199433,42720.855784,42795.677549,10689.566667,25.049858,10680.213946,10698.919387,0.52856,0.001155,0.528129,0.528992,39.336667,0.539785,39.13513,39.538203,4530.46,8.107238,4527.433047,4533.486953,540.853778,0.360322,540.719247,540.988309,0.146934,0.001426,0.146402,0.147467,345.49,12.758482,340.726439,350.253561,0.651698,0.00337,0.650439,0.652956,45.866667,1.613164,45.264369,46.468964,1.208303,0.104663,1.169226,1.247381,0.415194,0.000837,0.414881,0.415507,0.32584,0.000657,0.325595,0.326085,0.258966,0.001495,0.258408,0.259524
P3-U_D80_C_L1_G0p15,P3-U,80,concentrated,1,0.15,,30,2692,68.433204,2666.449491,2717.550509,1502,2.754307,1500.97164,1503.02836,0.558291,0.013924,0.553092,0.563489,1190,67.951301,1164.629416,1215.370584,1766.03101,106.537879,1726.253579,1805.808441,4152.791667,165.512994,4090.995039,4214.588295,21362.866667,40.831642,21347.621593,21378.11174,42725.733333,81.663284,42695.243186,42756.223481,10681.433333,20.415821,10673.810796,10689.05587,0.528795,0.000965,0.528434,0.529155,39.2,0,39.2,39.2,4617.013333,7.421949,4614.242243,4619.784424,577.600593,0.329864,577.477433,577.723752,0.209351,0.001456,0.208808,0.209895,171.914,0.634283,171.677182,172.150818,0.181481,0.003307,0.180247,0.182716,3.133333,1.166585,2.697772,3.568894,0.490276,0.065454,0.465838,0.514715,0.452776,0.000912,0.452435,0.453116,0.354196,0.00065,0.353953,0.354438,0.193029,0.001549,0.192451,0.193607
P3-U_D80_C_L1_G0p6,P3-U,80,concentrated,1,0.6,,30,2692,68.433204,2666.449491,2717.550509,1491.733333,3.58092,1490.396346,1493.070321,0.554477,0.013945,0.54927,0.559683,1200.266667,68.231823,1174.791346,1225.741987,1806.882913,105.875642,1767.352737,1846.413088,4192.166667,166.878925,4129.860049,4254.473285,21380.4,46.928853,21362.878446,21397.921554,42760.8,93.857706,42725.756892,42795.843108,10690.2,23.464426,10681.439223,10698.960777,0.52873,0.001096,0.528321,0.529139,39.253333,0.138298,39.201698,39.304969,4548.593333,9.673887,4544.98145,4552.205217,547.959704,0.429951,547.799176,548.120232,0.157852,0.001731,0.157206,0.158499,275.882,5.89999,273.679155,278.084845,0.468827,0.003634,0.46747,0.470184,11.766667,1.250747,11.299683,12.233651,0.682425,0.085895,0.650355,0.714495,0.421369,0.001049,0.420977,0.421761,0.33116,0.000794,0.330864,0.331457,0.247471,0.001819,0.246792,0.24815
P3-U_D80_C_L1_G1p5,P3-U,80,concentrated,1,1.5,,30,2692,68.433204,2666.449491,2717.550509,1504.866667,3.411273,1503.59302,1506.140314,0.559357,0.013991,0.554133,0.56458,1187.133333,68.040421,1161.729475,1212.537191,1805.571299,107.032072,1765.609354,1845.533244,4113.485,168.045666,4050.742763,4176.227237,21364.733333,49.005231,21346.436534,21383.030133,42729.466667,98.010462,42692.873068,42766.060265,10682.366667,24.502615,10673.218267,10691.515066,0.52896,0.001186,0.528517,0.529403,70,0,70,70,4644.906667,9.677023,4641.293612,4648.519721,607.516963,0.43188,607.355714,607.678212,0.198111,0.005578,0.196029,0.200194,2374.62,98.789715,2337.735456,2411.504544,0.488735,0.008218,0.485666,0.491803,49.133333,2.270247,48.285704,49.980962,6.681563,0.181264,6.613886,6.749241,0.409981,0.006742,0.407464,0.412498,0.380744,0.000893,0.380411,0.381078,0.209275,0.006815,0.20673,0.211819
P3-U_D80_C_L3_G0p15,P3-U,80,concentrated,3,0.15,,30,2692,68.433204,2666.449491,2717.550509,1503.166667,3.424892,1501.887935,1504.445399,0.558727,0.014073,0.553473,0.563982,1188.833333,68.305643,1163.330451,1214.336216,1757.728264,105.391615,1718.378807,1797.077721,4146.74,167.717187,4084.120405,4209.359595,21364.266667,45.934686,21347.116299,21381.417035,42728.533333,91.869373,42694.232598,42762.834069,10682.133333,22.967343,10673.558149,10690.708517,0.528876,0.001108,0.528462,0.52929,39.213333,0.07303,39.186067,39.2406,4623.383333,9.219772,4619.941,4626.825666,580.683704,0.409768,580.530711,580.836696,0.211142,0.001831,0.210458,0.211825,168.3465,0.946402,167.993147,168.699853,0.159568,0.003381,0.158306,0.16083,4.333333,1.446359,3.793315,4.873352,0.56129,0.082998,0.530301,0.592278,0.452492,0.001161,0.452058,0.452925,0.356582,0.000813,0.356279,0.356886,0.190926,0.001958,0.190195,0.191657
P3-U_D80_C_L3_G0p6,P3-U,80,concentrated,3,0.6,,30,2692,68.433204,2666.449491,2717.550509,1488.6,3.882765,1487.150315,1490.049685,0.553319,0.014204,0.548016,0.558622,1203.4,69.001549,1177.637291,1229.162709,1796.670914,107.205828,1756.644095,1836.697733,4193.255,172.250683,4128.94276,4257.56724,21390.266667,49.331345,21371.848108,21408.685225,42780.533333,98.66269,42743.696216,42817.370451,10695.133333,24.665673,10685.924054,10704.342613,0.528808,0.001194,0.528362,0.529254,54.6,0,54.6,54.6,4530.206667,10.393033,4526.32628,4534.087053,531.742519,0.461913,531.570057,531.91498,0.174555,0.008175,0.171503,0.177608,636.682,35.777981,623.323782,650.040218,0.323148,0.012303,0.318555,0.327742,19.466667,2.445733,18.553518,20.379816,2.204913,0.129984,2.156382,2.253445,0.448033,0.00709,0.445386,0.45068,0.317079,0.000828,0.316769,0.317388,0.234889,0.007382,0.232133,0.237645
P3-U_D80_C_L3_G1p5,P3-U,80,concentrated,3,1.5,,30,2692,68.433204,2666.449491,2717.550509,1506.266667,4.548083,1504.568575,1507.964758,0.559873,0.013884,0.55469,0.565057,1185.733333,67.712849,1160.451779,1211.014888,1817.292302,104.675629,1778.210169,1856.374436,4107.331667,165.471902,4045.550381,4169.112953,21371.4,46.704205,21353.962321,21388.837679,42742.8,93.40841,42707.924643,42777.675357,10685.7,23.352102,10676.981161,10694.418839,0.529165,0.001173,0.528727,0.529603,70,0,70,70,4657.686667,11.274437,4653.477196,4661.896138,625.98163,0.742124,625.704547,626.258712,0.188953,0.006425,0.186554,0.191352,1656.071667,91.400728,1621.945906,1690.197427,0.507562,0.01188,0.503126,0.511997,26.2,1.517712,25.633341,26.766659,4.073106,0.167504,4.010566,4.135646,0.371594,0.00825,0.368514,0.374674,0.397366,0.001486,0.396811,0.397921,0.23104,0.009054,0.227659,0.23442
P3-D_D80_C_L0_G0p15,P3-D,80,concentrated,0,0.15,,30,2692,68.433204,2666.449491,2717.550509,1513.7,3.834058,1512.2685,1515.1315,0.562636,0.0139,0.557446,0.567825,1178.3,67.575322,1153.069793,1203.530207,1751.192668,103.572183,1712.522522,1789.862814,4106.24,160.722169,4046.232094,4166.247906,21357.666667,42.550038,21341.780005,21373.553328,42715.333333,85.100076,42683.560011,42747.106656,10678.833333,21.275019,10670.890003,10686.776664,0.52919,0.001059,0.528794,0.529585,39.2,0,39.2,39.2,4688.083333,10.438592,4684.185937,4691.98073,608.059259,0.463937,607.886042,608.232477,0.252688,0.002202,0.251866,0.253511,131.8935,0.315236,131.775802,132.011198,0.055556,0.002106,0.054769,0.056342,2.533333,1.332183,2.035944,3.030723,0.59484,0.095437,0.559207,0.630472,0.476627,0.001714,0.475987,0.477267,0.377224,0.000958,0.376866,0.377581,0.146149,0.002383,0.14526,0.147039
P3-D_D80_C_L0_G0p6,P3-D,80,concentrated,0,0.6,,30,2692,68.433204,2666.449491,2717.550509,1495.133333,3.501067,1493.82616,1496.440507,0.555734,0.01369,0.550622,0.560845,1196.866667,67.463775,1171.678108,1222.055226,1793.437183,105.612657,1754.005197,1832.86917,4180.176667,163.676764,4119.065621,4241.287713,21371.266667,49.653929,21352.727667,21389.805667,42742.533333,99.307858,42705.455334,42779.611333,10685.633333,24.826964,10676.363833,10694.902833,0.528679,0.001174,0.528241,0.529117,39.2,0,39.2,39.2,4570.86,9.452881,4567.330632,4574.389368,557.349333,0.420128,557.192473,557.506194,0.174998,0.001706,0.174361,0.175635,222.432,1.133765,222.008693,222.855307,0.341512,0.001992,0.340769,0.342256,13.8,1.15669,13.368133,14.231867,0.516727,0.067524,0.491516,0.541938,0.432071,0.001012,0.431693,0.432448,0.338433,0.000792,0.338137,0.338729,0.229496,0.001804,0.228823,0.23017
P3-D_D80_C_L0_G1p5,P3-D,80,concentrated,0,1.5,,30,2692,68.433204,2666.449491,2717.550509,1490.5,3.15955,1489.320337,1491.679663,0.554023,0.014097,0.548759,0.559286,1201.5,68.709157,1175.84646,1227.15354,1812.868034,106.589311,1773.0714,1852.664668,4195.273333,167.670468,4132.671181,4257.875485,21377.133333,39.548079,21362.367496,21391.899171,42754.266667,79.096159,42724.734992,42783.798341,10688.566667,19.77404,10681.183748,10695.949585,0.528605,0.000901,0.528269,0.528942,39.2,0,39.2,39.2,4542.15,8.530786,4538.96491,4545.33509,545.573333,0.379146,545.431774,545.714893,0.154249,0.001508,0.153686,0.154812,255.905,2.497192,254.972638,256.837362,0.545216,0.003143,0.544043,0.54639,21.133333,1.357821,20.626372,21.640295,0.571561,0.074326,0.543811,0.599312,0.419324,0.000887,0.418993,0.419655,0.329421,0.000697,0.329161,0.329681,0.251255,0.001584,0.250663,0.251846
