setting,policy,target,delay,damping,initial_budget,seed,requests,dispatched,completion_rate,final_queue,blocked_dispatch_attempts,head_of_line_blocked_attempts,head_of_line_share,warm_budget_mean,warm_budget_sd,warm_dispatch_mean,warm_dispatch_sd,budget_direction_changes,periods_within_point_one,final_central_budget,final_central_use
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,510,2733,919,0.33626051957555797,1814,495,0,0,18.20667591501935,0.21283840562256195,34.625,12.558529637926037,0,7,18.004150048969812,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,511,2668,919,0.34445277361319343,1749,473,0,0,18.20906165980805,0.21315035367110752,34.6875,12.472469683266421,0,7,18.004129410687288,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,512,2595,919,0.35414258188824665,1676,482,0,0,18.20626022329727,0.21292223729842386,34.625,12.600925891907044,0,8,18.00416764961375,18.000023530741267
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,513,2669,919,0.3443237167478456,1750,511,0,0,18.207374183810067,0.2135717905441063,34.625,12.558529637926037,0,7,18.004148670774274,18.000023530741263
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,514,2721,919,0.33774347666299154,1802,515,0,0,18.205969582604062,0.21241325147252996,34.5625,12.543092388508772,0,8,18.00415347415354,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,515,2654,919,0.34626978146194426,1735,497,0,0,18.205687208278487,0.21194140846952955,34.5,12.484657250668384,0,8,18.004142604072463,18.000011765370633
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,516,2650,919,0.34679245283018867,1731,458,0,0,18.205526073109528,0.21135462173280345,34.5,12.441864811996632,0,7,18.00412362948562,18.000016471518883
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,517,2628,919,0.3496955859969559,1709,476,0,0,18.20484486080673,0.21210603908572712,34.5625,12.633124448580935,0,8,18.00416289032897,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,518,2684,919,0.3423994038748137,1765,492,0,0,18.209092723202872,0.21314932859744698,34.6875,12.472469683266421,0,7,18.004165485451686,18.00001882459301
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,519,2586,919,0.3553750966744006,1667,502,0,0,18.212618091825178,0.21474397105473392,34.8125,12.351619327035625,0,7,18.00416401251371,18.00001882459301
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,520,2641,919,0.3479742521772056,1722,531,0,0,18.205395859642874,0.21155193342466935,34.5,12.484657250668384,0,8,18.004143432181728,18.000016471518883
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,521,2703,919,0.3399926008139105,1784,528,0,0,18.20484134406853,0.21211794299507788,34.5625,12.633124448580935,0,8,18.00414071172901,18.00000705922238
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,522,2712,919,0.3388643067846608,1793,485,0,0,18.204835091649077,0.21211181853726446,34.5625,12.633124448580935,0,8,18.00413680171214,18.000011765370633
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,523,2661,919,0.34535888763622696,1742,486,0,0,18.204840822944746,0.21210463028135093,34.5625,12.633124448580935,0,8,18.00415375132299,18.000016471518883
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,524,2669,919,0.3443237167478456,1750,477,0,0,18.205965786817437,0.21189139869213233,34.5625,12.5004999900004,0,7,18.00412913351784,18.00001882459301
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,525,2621,919,0.35062953071346814,1702,520,0,0,18.207243287421,0.21118764627876538,34.5625,12.355666716126652,0,7,18.00414775412693,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,526,2671,919,0.34406589292399853,1752,534,0,0,18.2058256466974,0.2122243707612109,34.5625,12.543092388508772,0,8,18.00413763517224,18.00002823688952
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,527,2693,919,0.34125510582992946,1774,502,0,0,18.20653795538848,0.21282867112530382,34.625,12.558529637926037,0,7,18.004154244312257,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,528,2647,919,0.3471854930109558,1728,487,0,0,18.2058495652329,0.21221891284547856,34.5625,12.543092388508772,0,8,18.0041780012943,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,529,2705,919,0.3397412199630314,1786,507,0,0,18.207513764726702,0.21385562227982396,34.6875,12.615962111547418,0,7,18.004144602713563,18.000014118444756
p3d_075_t18_d0,P3-D0.75,18,0,0.75,20,530,2691,919,0.34150873281308064,1772,539,0,0,18.204868902098433,0.21210980627985712,34.5625,12.633124448580935,0,8,18.004174903753423,18.000014118444756
p3u_t18_d1,P3-U,18,1,1,20,501,2681,1083,0.4039537486012682,1598,47,0,0,18.46727609957778,0.33101520319613903,44.875,3.721558813185679,4,4,18.8045208013241,18.140589386814842
p3u_t18_d1,P3-U,18,1,1,20,502,2595,1084,0.41772639691714836,1511,41,0,0,18.464444633057475,0.33040247682673574,44.875,3.9812058474788765,4,4,18.801499292956684,18.140590276532894
p3u_t18_d1,P3-U,18,1,1,20,503,2680,1085,0.4048507462686567,1595,43,0,0,18.465198053413864,0.33076682494108756,45,4,4,4,18.798499524298784,18.140582327592462
p3u_t18_d1,P3-U,18,1,1,20,504,2672,1084,0.405688622754491,1588,40,0,0,18.466502668236874,0.32977812493617387,44.9375,3.73217988133834,4,4,18.798493992136578,18.135574703415482
p3u_t18_d1,P3-U,18,1,1,20,505,2723,1084,0.3980903415350716,1639,46,0,0,18.465417143011493,0.33096418339932976,44.9375,3.991136012048032,4,4,18.80153208304795,18.140587354545875
p3u_t18_d1,P3-U,18,1,1,20,506,2721,1084,0.398382947445792,1637,38,0,0,18.466382984335485,0.33090543905382996,44.9375,3.991136012048032,4,4,18.801560810149837,18.140602585138204
p3u_t18_d1,P3-U,18,1,1,20,507,2762,1084,0.3924692251991311,1678,36,0,0,18.469887334076702,0.3299494423948513,45,3.7416573867739413,4,4,18.801499470032844,18.1405850998474
p3u_t18_d1,P3-U,18,1,1,20,508,2805,1084,0.3864527629233512,1721,48,0,0,18.47028399670278,0.33033820967130134,45.0625,3.75,4,4,18.8015370448953,18.140590250854675
p3u_t18_d1,P3-U,18,1,1,20,509,2656,1085,0.4085090361445783,1571,39,0,0,18.4650190577889,0.33055803127462435,45,4,4,4,18.798519833921787,18.14057762144421
p3u_t18_d1,P3-U,18,1,1,20,510,2733,1085,0.39699963410171973,1648,35,0,0,18.465759350905383,0.32968253543124376,45,3.7416573867739413,4,4,18.798515179773233,18.14059453782212
p3u_t18_d1,P3-U,18,1,1,20,511,2668,1084,0.4062968515742129,1584,32,0,0,18.4678333912231,0.32987796016653753,44.9375,3.73217988133834,4,4,18.80151095727177,18.140593716076367
p3u_t18_d1,P3-U,18,1,1,20,512,2595,1083,0.41734104046242776,1512,45,0,0,18.465761729677613,0.33145844852778655,44.875,3.99791612384919,4,4,18.804499978947337,18.140577274960833
p3u_t18_d1,P3-U,18,1,1,20,513,2669,1081,0.4050206069689022,1588,35,0,0,18.47081499657733,0.33111018661834163,44.875,3.721558813185679,4,4,18.807494133876297,18.13557413450259
p3u_t18_d1,P3-U,18,1,1,20,514,2721,1083,0.3980154355016538,1638,33,0,0,18.466320032739084,0.33118564165724496,44.8125,3.970201506221063,4,4,18.80452065789687,18.14059037490854
p3u_t18_d1,P3-U,18,1,1,20,515,2654,1084,0.4084400904295403,1570,36,0,0,18.464260933882045,0.33004035480737826,44.8125,3.970201506221063,4,4,18.801505918157005,18.140595748345334
p3u_t18_d1,P3-U,18,1,1,20,516,2650,1084,0.4090566037735849,1566,40,0,0,18.463854972246985,0.3288110772504558,44.8125,3.709784360309909,4,4,18.798461125010668,18.13557425855646
p3u_t18_d1,P3-U,18,1,1,20,517,2628,1085,0.4128614916286149,1543,34,0,0,18.466504625015634,0.32977664778949367,45,3.7416573867739413,4,4,18.798500414884277,18.140593716076367
p3u_t18_d1,P3-U,18,1,1,20,518,2684,1083,0.4035022354694486,1601,41,0,0,18.469551437014935,0.3302587140283539,44.9375,3.73217988133834,4,4,18.804545903990793,18.14059810141946
p3u_t18_d1,P3-U,18,1,1,20,519,2586,1083,0.41879350348027844,1503,42,0,0,18.47538920230784,0.32847578308736364,45.0625,3.2345787979271736,4,4,18.80455249554217,18.140569450074267
p3u_t18_d1,P3-U,18,1,1,20,520,2641,1085,0.4108292313517607,1556,41,0,0,18.464049749732087,0.32978911528936883,44.875,3.99791612384919,4,4,18.798483208670227,18.14056518878504
p3u_t18_d1,P3-U,18,1,1,20,521,2703,1085,0.40140584535701074,1618,56,0,0,18.463516370662298,0.3306688385855806,44.9375,3.991136012048032,4,4,18.798525301388445,18.140572692866446
p3u_t18_d1,P3-U,18,1,1,20,522,2712,1085,0.4000737463126844,1627,50,0,0,18.46312489953497,0.33120647602465464,44.9375,4.25,4,4,18.798505019976968,18.140588021834414
p3u_t18_d1,P3-U,18,1,1,20,523,2661,1084,0.4073656520105224,1577,38,0,0,18.466877128863143,0.3299496540364444,44.9375,3.73217988133834,4,4,18.798488229542965,18.140600206385855
p3u_t18_d1,P3-U,18,1,1,20,524,2669,1084,0.4061446234544773,1585,34,0,0,18.46669284687765,0.3294586068002082,44.875,3.721558813185679,4,4,18.801475802890064,18.14058061612866
p3u_t18_d1,P3-U,18,1,1,20,525,2621,1083,0.41320106829454406,1538,45,0,0,18.46783705428329,0.33005130510365244,44.8125,3.709784360309909,4,4,18.804513983640682,18.1405877994049
p3u_t18_d1,P3-U,18,1,1,20,526,2671,1085,0.4062149007862224,1586,39,0,0,18.46575230668607,0.32922059461166175,44.9375,3.75,4,4,18.798486647756768,18.140585125525615
p3u_t18_d1,P3-U,18,1,1,20,527,2693,1085,0.40289639806906796,1608,36,0,0,18.465398119664613,0.32965937666541734,44.9375,3.73217988133834,4,4,18.798517633902932,18.140579974518335
p3u_t18_d1,P3-U,18,1,1,20,528,2647,1083,0.40914242538723083,1564,49,0,0,18.466160769072854,0.3298025318883726,44.875,3.721558813185679,4,4,18.798508551737832,18.13558154020835
p3u_t18_d1,P3-U,18,1,1,20,529,2705,1082,0.4,1623,39,0,0,18.47080893420351,0.32928022612122826,44.875,3.461695153148719,4,4,18.80448300860211,18.14057771981986
p3u_t18_d1,P3-U,18,1,1,20,530,2691,1084,0.4028242289111854,1607,49,0,0,18.46486084606791,0.3303881606759014,44.875,3.9812058474788765,4,4,18.79854534693113,18.140590597338054
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,501,2681,1099,0.40992167101827676,1582,0,0,0,18.652231899290246,0.10008076472635219,45.875,0.3415650255319866,0,0,18.494357227746054,18.13557425855646
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,502,2595,1099,0.4235067437379576,1496,0,0,0,18.651522130040387,0.0997833523103859,45.8125,0.4031128874149275,0,0,18.49509891863161,18.140580517753012
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,503,2680,1098,0.4097014925373134,1582,0,0,0,18.652366920088113,0.09961671417659206,45.8125,0.5439056290693574,0,0,18.495849824855433,18.140592727982668
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,504,2672,1100,0.4116766467065868,1572,0,0,0,18.652176933713204,0.0999597886734755,45.875,0.3415650255319866,0,0,18.494351020876362,18.14057291529596
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,505,2723,1101,0.4043334557473375,1622,0,0,0,18.651768970715242,0.10039554929448354,46,0,0,0,18.493613615004374,18.140577373336484
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,506,2721,1100,0.40426313855200297,1621,0,0,0,18.652056060178168,0.10007903345023988,45.9375,0.25,0,0,18.494371961506847,18.14056808509384
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,507,2762,1100,0.39826212889210716,1662,0,0,0,18.652178284827915,0.10006347768129557,45.9375,0.25,0,0,18.49435274982515,18.140569450074267
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,508,2805,1099,0.39180035650623884,1706,0,0,0,18.65321619935746,0.10031762773707364,46,0,0,0,18.49510942184373,18.140577176585186
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,509,2656,1100,0.4141566265060241,1556,0,0,0,18.651432649161368,0.09996054228896499,45.8125,0.4031128874149275,0,0,18.493604514573914,18.135576834060096
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,510,2733,1102,0.40321990486644715,1631,0,0,0,18.650815579392052,0.10014503152077876,45.9375,0.25,0,0,18.492844812051192,18.140580517753012
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,511,2668,1098,0.411544227886057,1570,0,0,0,18.65199471541642,0.09973000562677845,45.75,0.4472135954999579,0,0,18.49510267023859,18.140585446330775
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,512,2595,1099,0.4235067437379576,1496,0,0,0,18.651899507211233,0.09995793045911949,45.8125,0.4031128874149275,0,0,18.49435457821664,18.13558656716176
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,513,2669,1100,0.4121393780442113,1569,0,0,0,18.651895219365063,0.0999583685640523,45.875,0.3415650255319866,0,0,18.49435299884127,18.140608574507098
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,514,2721,1102,0.4049981624402793,1619,0,0,0,18.65048497059457,0.10000251629112722,45.9375,0.25,0,0,18.492844964116983,18.140573013671606
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,515,2654,1099,0.41409193669932176,1555,0,0,0,18.651569891799586,0.09984085770412296,45.75,0.5773502691896257,0,0,18.49510205350502,18.140604116466573
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,516,2650,1099,0.41471698113207545,1551,0,0,0,18.651842801382816,0.09921193925583344,45.75,0.4472135954999579,0,0,18.495089268905186,18.140585668760288
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,517,2628,1101,0.4189497716894977,1527,0,0,0,18.65123925241685,0.10010706281326101,45.9375,0.25,0,0,18.49359993763456,18.140583093256648
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,518,2684,1097,0.4087183308494784,1587,0,0,0,18.653126235714495,0.09995048203402869,45.8125,0.5439056290693574,0,0,18.49660977497672,18.14058557038464
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,519,2586,1096,0.4238205723124517,1490,0,0,0,18.654728342424228,0.09985423974599149,45.875,0.3415650255319866,0,0,18.49737390409842,18.140584235807566
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,520,2641,1100,0.4165088981446422,1541,0,0,0,18.65137725501843,0.0996811966076893,45.8125,0.4031128874149275,0,0,18.494349788826767,18.14058500147175
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,521,2703,1101,0.40732519422863483,1602,0,0,0,18.651148209855524,0.10019221691852788,45.9375,0.25,0,0,18.493603343983878,18.14057482351106
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,522,2712,1101,0.4059734513274336,1611,0,0,0,18.651197093069065,0.10014440126748057,45.9375,0.25,0,0,18.49360487909022,18.14058522390126
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,523,2661,1101,0.4137542277339346,1560,0,0,0,18.651098553492375,0.10024874465237206,45.9375,0.25,0,0,18.493597515736276,18.14057482351106
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,524,2669,1099,0.4117647058823529,1570,0,0,0,18.652181617025924,0.09943503172685358,45.8125,0.4031128874149275,0,0,18.495107867705062,18.14060000963456
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,525,2621,1099,0.41930560854635635,1522,0,0,0,18.652233231660347,0.09941966349462514,45.8125,0.4031128874149275,0,0,18.495110125273595,18.140582648397626
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,526,2671,1100,0.4118307749906402,1571,0,0,0,18.65171099245047,0.09985431169304841,45.875,0.3415650255319866,0,0,18.494356493670487,18.140575366745733
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,527,2693,1098,0.40772372818418123,1595,0,0,0,18.65227467531122,0.09962592362479014,45.75,0.4472135954999579,0,0,18.495100501858722,18.135569107549177
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,528,2647,1099,0.4151870041556479,1548,0,0,0,18.651763484182432,0.09986152241803181,45.8125,0.4031128874149275,0,0,18.495107250971486,18.140593048787828
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,529,2705,1101,0.4070240295748614,1604,0,0,0,18.65109787091519,0.10024788088156093,45.9375,0.25,0,0,18.493600123773543,18.140579752088822
p3d_025_t18_d1,P3-D0.25,18,1,0.25,20,530,2691,1101,0.40914158305462656,1590,0,0,0,18.651061547317752,0.10031733176773486,45.9375,0.25,0,0,18.493610042541683,18.140577942249372
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,501,2681,966,0.360313315926893,1715,371,0,0,18.216039830508993,0.17794838739436594,37.5625,11.71875277777745,0,6,18.001671695821233,18.000021177667136
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,502,2595,967,0.37263969171483624,1628,364,0,0,18.214246245187194,0.17794268713532133,37.5625,11.71875277777745,0,6,18.000151334762617,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,503,2680,966,0.3604477611940298,1714,365,0,0,18.215562540249863,0.17805601604402935,37.5625,11.724440285147944,0,6,18.001657294205614,18.00000705922238
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,504,2672,966,0.3615269461077844,1706,370,0,0,18.216120174678792,0.1779981051874347,37.5625,11.71875277777745,0,6,18.001658287434967,18.000009412296507
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,505,2723,967,0.3551230260741829,1756,375,0,0,18.215111211389566,0.17860123979918624,37.625,11.763644559970915,0,6,18.000179462153337,18.00001882459301
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,506,2721,966,0.35501653803748623,1755,377,0,0,18.215690523499653,0.177980945249903,37.5625,11.71875277777745,0,6,18.001699292099826,18.000023530741267
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,507,2762,967,0.3501086169442433,1795,373,0,0,18.21724997778114,0.1791065435489997,37.6875,11.660295879607858,0,6,18.000154538432998,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,508,2805,967,0.3447415329768271,1838,366,0,0,18.21734920776977,0.17925525351694258,37.75,11.704699910719626,0,6,18.000153361272538,18.000011765370633
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,509,2656,967,0.3640813253012048,1689,339,0,0,18.21453941088591,0.17775859337886293,37.5,11.673331429659088,0,6,18.000170846358085,18.000009412296507
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,510,2733,967,0.35382363702890596,1766,367,0,0,18.213678715126882,0.17752095037944307,37.5,11.679041056525147,0,6,18.00015475272533,18.000016471518883
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,511,2668,966,0.3620689655172414,1702,359,0,0,18.21546971912372,0.17767329677342664,37.5,11.673331429659088,0,6,18.001658785467164,18.000016471518883
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,512,2595,967,0.37263969171483624,1628,348,0,0,18.214999802047068,0.17843237805138057,37.625,11.763644559970915,0,6,18.000160542681947,18.000016471518883
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,513,2669,966,0.3619333083551892,1703,391,0,0,18.215549431910464,0.17781439837728855,37.5625,11.71875277777745,0,6,18.001648289307933,18.000016471518883
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,514,2721,966,0.35501653803748623,1755,398,0,0,18.21537413330475,0.17754844878868584,37.5,11.673331429659088,0,6,18.00166515417424,18.000016471518883
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,515,2654,967,0.3643556895252449,1687,362,0,0,18.214530550930004,0.17776117679414724,37.5,11.673331429659088,0,6,18.000159789004996,18.000021177667136
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,516,2650,966,0.36452830188679247,1684,351,0,0,18.214887190737784,0.17666843232780666,37.4375,11.627374309504848,0,6,18.001637346438404,18.000021177667136
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,517,2628,967,0.3679604261796043,1661,339,0,0,18.214059769335318,0.1780509922976296,37.5625,11.724440285147944,0,6,18.0001629631627,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,518,2684,967,0.3602831594634873,1717,350,0,0,18.21698675506972,0.17881480548169834,37.6875,11.660295879607858,0,6,18.00017440406443,18.000021177667136
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,519,2586,966,0.37354988399071926,1620,347,0,0,18.22009474810134,0.1792300592831242,37.75,11.659045129569288,0,5,18.001679928067826,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,520,2641,967,0.36614918591442636,1674,381,0,0,18.214328566780285,0.1775645848686234,37.5,11.673331429659088,0,6,18.000146841434773,18.000011765370633
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,521,2703,967,0.3577506474287828,1736,363,0,0,18.21406025734744,0.17805309086595544,37.5625,11.724440285147944,0,6,18.000160711938275,18.000016471518883
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,522,2712,967,0.35656342182890854,1745,353,0,0,18.214059559168586,0.17805184745656175,37.5625,11.724440285147944,0,6,18.00015968007523,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,523,2661,967,0.36339721909056744,1694,355,0,0,18.214054751777052,0.17804797698228866,37.5625,11.724440285147944,0,6,18.000161276699334,18.00001882459301
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,524,2669,967,0.3623079805170476,1702,359,0,0,18.215278188251844,0.17747044479855928,37.5625,11.569896283026914,0,6,18.000147592276633,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,525,2621,967,0.368943151468905,1654,380,0,0,18.21556586103496,0.17750129685033822,37.5625,11.569896283026914,0,6,18.00015634294714,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,526,2671,967,0.3620366903781355,1704,398,0,0,18.214716752274743,0.17807301026082736,37.5625,11.71875277777745,0,6,18.00015805892319,18.000021177667136
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,527,2693,966,0.35870776086149275,1727,368,0,0,18.215657846353356,0.17760976139708665,37.5,11.673331429659088,0,6,18.001658847211267,18.000016471518883
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,528,2647,967,0.36531922931620703,1680,347,0,0,18.214727285711078,0.17807221937856454,37.5625,11.71875277777745,0,6,18.00017364682028,18.000030589963647
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,529,2705,966,0.35711645101663586,1739,371,0,0,18.216309512122738,0.17811788551250687,37.5625,11.71875277777745,0,6,18.001665154174244,18.000014118444756
p3d_05_t18_d1,P3-D0.5,18,1,0.5,20,530,2691,967,0.3593459680416202,1724,396,0,0,18.214079145780353,0.1780491377792399,37.5625,11.724440285147944,0,6,18.000188105311597,18.000014118444756
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,501,2681,1067,0.3979858261842596,1614,101,0,0,18.330603856118415,0.2466030456177361,43.875,5.852349955359813,2,4,18.244069110381893,18.14057705253132
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,502,2595,1068,0.4115606936416185,1527,102,0,0,18.328496030297426,0.24643195332138262,43.875,6.097813815896098,2,4,18.24183273328445,18.140582772451488
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,503,2680,1067,0.39813432835820894,1613,78,0,0,18.329896828376942,0.24583908980105518,43.875,5.852349955359813,2,4,18.244054250076534,18.14057224800742
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,504,2672,1067,0.39932634730538924,1605,72,0,0,18.329742895652913,0.24573661316528206,43.875,5.852349955359813,2,4,18.244049575251772,18.140582772451488
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,505,2723,1069,0.3925817113477782,1654,81,0,0,18.329066505988433,0.24577240344899628,44,5.887840577551898,2,4,18.239578131872968,18.14056003777776
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,506,2721,1069,0.39287026828371924,1652,91,0,0,18.329087142328646,0.2457733625860119,44,5.887840577551898,2,4,18.239594615683007,18.140589930049515
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,507,2762,1069,0.38703837798696594,1693,83,0,0,18.33000764266744,0.24474132110190788,44.0625,5.555402775677026,2,4,18.23952406229587,18.14056518878504
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,508,2805,1065,0.37967914438502676,1740,106,0,0,18.333558626380785,0.24590498023413473,43.875,5.5362442142665635,2,4,18.24855949988634,18.140582425968113
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,509,2656,1068,0.40210843373493976,1588,106,0,0,18.328207646372974,0.24659694036125027,43.8125,6.079679267856159,2,4,18.24180394749987,18.14058725617023
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,510,2733,1067,0.39041346505671426,1666,81,0,0,18.330158585444803,0.24604746989616316,43.875,5.852349955359813,2,4,18.244031231812137,18.14056709700014
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,511,2668,1066,0.3995502248875562,1602,95,0,0,18.330023267447466,0.246537351449627,43.75,5.813776741499453,2,4,18.24404003995074,18.135571807106682
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,512,2595,1069,0.4119460500963391,1526,63,0,0,18.32890336596806,0.24584466767905688,44,5.887840577551898,2,4,18.239559871620582,18.140557462274124
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,513,2669,1068,0.40014986886474335,1601,66,0,0,18.330007979814614,0.2457690975498984,43.9375,5.767365082947324,2,4,18.241778973590645,18.140582648397626
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,514,2721,1068,0.39250275633958104,1653,94,0,0,18.32918418677704,0.2461082872596761,43.875,5.852349955359813,2,4,18.24180118685617,18.140580196947848
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,515,2654,1068,0.4024114544084401,1586,99,0,0,18.328353847481562,0.24659016857677327,43.8125,6.079679267856159,2,4,18.241818748581903,18.14059005410338
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,516,2650,1068,0.4030188679245283,1582,106,0,0,18.329462732588322,0.24737137361981354,43.8125,6.1883627344664704,2,4,18.241808608643122,18.140597977365594
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,517,2628,1068,0.4063926940639269,1560,86,0,0,18.32834148656729,0.24648114776912128,43.875,6.097813815896098,2,4,18.239544712133597,18.135569454032556
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,518,2684,1069,0.39828614008941876,1615,89,0,0,18.329644151910507,0.2452837320814287,44.0625,5.801939330947886,2,4,18.239607822749687,18.14059743413092
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,519,2586,1068,0.41299303944315546,1518,86,0,0,18.331180770312148,0.24401069950609752,44.125,5.4757039121316025,2,3,18.241812953698723,18.140580393699146
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,520,2641,1068,0.40439227565316166,1573,94,0,0,18.32959876468587,0.24730258868995666,43.8125,6.1883627344664704,2,4,18.241800537949388,18.14058468066659
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,521,2703,1065,0.3940066592674806,1638,100,0,0,18.331307007942318,0.2477964075999655,43.6875,6.074194048047308,2,4,18.24631902006258,18.140579529659313
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,522,2712,1068,0.3938053097345133,1644,89,0,0,18.32861781322209,0.2464165052011373,43.875,6.097813815896098,2,4,18.241795580604347,18.14057033979232
p3d_075_t18_d1,P3-D0.75,18,1,0.75,20,523,2661,1068,0.40135287485907556,1593,88,0,0,18.32846091675549,0.24642545715805017,43.875,6.097813815896098,2,4,18.24177898514584,18.140577274960833
